CourseCode,CourseName,Department,ILO,Similarity,Content
GG7023,Paleontologi,Institutionen för geologiska vetenskaper (IGV),Du ska kunna presentera vetenskaplig information såväl skriftligt som muntligt .,0.3164318799972534,"Kursen behandlar: • livets ursprung och utveckling, evolutionära processer, massutdöenden • fossilbildning, fossilidentifiering och systematik • fossila marina och markbundna evertebrater och vertebrater • fossila landväxter, mikrofossil och pollen • översikt av samspelet mellan makroevolution, paleoekologi, globala näringscykler, atmosfärens sammansättning och klimat genom Jordens historia • vetenskapligt användande av paleontologiska samlingar i tolkning av miljö och kronologi (biostratigrafi)"
SA3012,Aktuella socialantropologiska debatter,Socialantropologiska institutionen,Behärska det upplägg och formalia som används i vetenskapliga texter .,0.3472145199775696,Kursen belyser forskningsinriktningar som bedöms vara viktiga för att förstå antropologins utveckling idag. Kursen ges på engelska.
AS8001,Galaxernas bildning och utveckling,Institutionen för astronomi,"Du ska kunna tillgodogöra sig, sammanställa och diskutera modern forskningslitteratur i ämnet .",0.33250343799591064,"Kursen behandlar galaxernas uppkomst och utveckling i ett kosmologiskt perspektiv och med anknytning till aktuell forskning. Begrepp som behandlas inkluderar: Gravitationell tillväxt och kollaps av materiefluktuationer i ett expanderande universum; baryoniska processer kopplade till galax- och strukturbildning; det intergalaktiska mediet; Universums återjonisation och de första galaxerna; observationer av galaxer på höga rödförskjutningar; galaxernas kemiska, morfologiska, spektrala och luminositetsutveveckling; massflöden mellan galaxer och det intergalaktiska mediet; hierarkisk galaxutveckling; storskalig struktur och dess utveckling; galaxhopar; baryonoscillationer; utveckling av kvasarpopulationen och tillväxt av massiva svarta hål."
TVMUAP,Teatervetenskap - masterkurs,Institutionen för kultur och estetik,"Du ska kunna i såväl nationella som internationella sammanhang muntligt och skriftligt klart redogöra för och diskutera sina slutsatser, eller delar därav, och den kunskap och de argument som ligger till grund för dessa,",0.24160298705101013,Examensarbete (30 hp). Kursen består av arbete med att färdigställa ett examensarbete. Under kursens gång har studenten regelbunden handledning och seminarieövningar.
TVMUAP,Teatervetenskap - masterkurs,Institutionen för kultur och estetik,Du ska kunna beakta gällande forskningsetiska normer .,0.31359392404556274,Examensarbete (30 hp). Kursen består av arbete med att färdigställa ett examensarbete. Under kursens gång har studenten regelbunden handledning och seminarieövningar.
TVMUAP,Teatervetenskap - masterkurs,Institutionen för kultur och estetik,"Du ska kunna inom det teatervetenskapliga forskningsområdet göra bedömningar med hänsyn till relevanta vetenskapliga, samhälleliga och etiska aspekter .",0.3156062364578247,Examensarbete (30 hp). Kursen består av arbete med att färdigställa ett examensarbete. Under kursens gång har studenten regelbunden handledning och seminarieövningar.
IH5231,Idehistoria - masterkurs,Institutionen för kultur och estetik,Kritiskt värdera källor och litteratur .,0.2678731083869934,Examensarbete (30 hp). Kursen består av arbete med att färdigställa ett examensarbete. Under kursens gång har studenten regelbunden handledning och seminarieövningar.
ENAD75,Konst för konstens skull: Estetik och dekadens i kontext,Engelska institutionen,Du ska kunna formulera en relevant frågeställning för sin slutuppsats;,0.2998194694519043,"Kursen behandlar estetisk och dekadent litteratur från 1800-talet, med början i rörelsens romantiska rötter och fram till dess att dekadensen övergår i modernism. Begreppet ‘konst för konstens skull’ kommer att vara centralt och fokus ligger på hur detta begrepp utmanade 1800-talets estetiska och litterära konventioner, i synnerhet idéerna om ‘realism’ och ‘naturalism’. Dessutom studeras hur den estetiska rörelsen förhöll sig till traditionella tankar om relationen mellan konst och verklighet."
FE3238,"Filosofi, politik och ekonomi",Företagsekonomiska institutionen,Skriva formella texter på engelska baserat på tolkningen av data och information från olika källor .,0.3287922739982605,"Kursen syftar till att ge studenterna en förståelse för hur filosofi, politik och ekonomi har interagerat på olika sätt i framväxten av det moderna samhälle vi lever i och hur dessa grundläggande perspektiv fortsätter att belysa olika och ömsesidigt berikande nyanser av ett samhälle i förändring. Filosofiska idéer har varit grundläggande för såväl politisk auktoritet som för grunden till ekonomisk tillväxt och likväl ser vi hur politiska och ekonomiska skeenden och insikter används för att legitimera filosofiska antaganden. Det är i detta gränsområde som ideologier och institutioner formas som ligger till grund för antaganden om rationalitet eller brist därav, marknadssamhälle, jämlikhet, rättvisa, välfärdshänsyn och hållbar utveckling m.m. För att förstå dessa grundläggande värderingar ger kursen liv åt historiens banbrytande idéer i samtidens ljus."
MM7024,Linjär algebra och inlärning från data,Matematiska institutionen,Du ska kunna redogöra för avvägningen mellan bias och varians .,0.19371527433395386,• Grundläggande beräkningseffektiva algoritmer för stora matriser  • Principalkomponentanalys  • Glesa och underbestämda system och deras relation till komprimering av data • Konstruktion av neurala nätverk och modeller för djup inlärning • Anpassning av hyperparametrar • Valda ämnen om särskilda matristyper
ML250N,Utmaningar för den växande staden,Institutionen för data- och systemvetenskap (DSV),Du ska kunna tillämpa metoder för att hantera beslut under ofullständig information .,0.28488847613334656,"Syftet med kursen som är en interdisciplinär projektkurs är att diskutera lösningar på stora samhällsutmaningar i Stockholmsregionen i nya samarbeten över gränserna mellan traditionella kunskapsområden.   Kursen som ges inom ramen för OpenLab är en plats där studenter och lärare från KI, KTH, SU och SH arbetar med uppdragsgivare från Stockholms stad och Region Stockholm. Genom uppdrag på teman kring den växande staden och den hållbara staden arbetar studenten i projektform med att utforma, organisera och presentera ett innovationsarbete över kunskapsgränserna."
NS7097,Flerspråkighet under nordisk medeltid 1 - allmän del,Institutionen för svenska och flerspråkighet,Du ska kunna kvalificerad kunskap om och förståelse av centrala forskningsresultat och teorier inom ämnesområdet .,0.2850002348423004,"Kursen introducerar forskning och centrala teorier om flerspråkighet och språkkontakt under nordisk medeltid. Flera aspekter av ämnet aktualiseras, såsom olika typer av lån, strukturell och stilistisk påverkan, kodväxling och språkblandning. Relevanta analysmetoder och kritiska resonemang om orsaker till och effekter av språkväxling och språkkontakt tillämpas på autentiska textexempel från två- eller flerspråkiga miljöer."
NS7097,Flerspråkighet under nordisk medeltid 1 - allmän del,Institutionen för svenska och flerspråkighet,Du ska kunna färdighet och förmåga att tillämpa någon eller några centrala analysmetoder eller beskrivningsmodeller inom ämnesområdet .,0.32779499888420105,"Kursen introducerar forskning och centrala teorier om flerspråkighet och språkkontakt under nordisk medeltid. Flera aspekter av ämnet aktualiseras, såsom olika typer av lån, strukturell och stilistisk påverkan, kodväxling och språkblandning. Relevanta analysmetoder och kritiska resonemang om orsaker till och effekter av språkväxling och språkkontakt tillämpas på autentiska textexempel från två- eller flerspråkiga miljöer."
NS7097,Flerspråkighet under nordisk medeltid 1 - allmän del,Institutionen för svenska och flerspråkighet,Du ska kunna förmåga att värdera och kritiskt förhålla sig till teorier och till metoders användbarhet och begränsningar inom ämnesområdet .,0.30785006284713745,"Kursen introducerar forskning och centrala teorier om flerspråkighet och språkkontakt under nordisk medeltid. Flera aspekter av ämnet aktualiseras, såsom olika typer av lån, strukturell och stilistisk påverkan, kodväxling och språkblandning. Relevanta analysmetoder och kritiska resonemang om orsaker till och effekter av språkväxling och språkkontakt tillämpas på autentiska textexempel från två- eller flerspråkiga miljöer."
MM7031,Enumerativ kombinatorik,Matematiska institutionen,"Du ska kunna beskriva, analysera och formulera grundläggande bevis inom de delar som kursen behandlar .",0.32790589332580566,"Inom enumerativ kombinatorik studeras metoder för att bestämma antalet objekt som uppfyller givna villkor, vanligtvis beskrivna i termer av kombinationer och permutationer.  Detaljerat innehåll: Grundläggande metoder i enumerativ kombinatorik. Sållmetoder, till exempel olika varianter av inklusion-exklusion, och determinantmetoder för att räkna gitterstigar. Olika aspekter av teori för partiellt ordnade mängder, exempelvis gitterteori, Möbiusinversion och P-partitioner."
MM7043,Galoisteori,Matematiska institutionen,"Du ska kunna beskriva, analysera och formulera grundläggande bevis inom de delar som kursen behandlar .",0.32543888688087463,"Kursen behandlar: Galoisteori för ändliga kroppsutvidgningar, innefattande teori för konstruktioner med passare och linjal och för lösning av algebraiska ekvationer medelst upprepad rotutdragning. Tillämpningar av Galoisteori på ändliga och cyklotomiska kroppar."
NS3052,Historisk sociolingvistik,Institutionen för svenska och flerspråkighet,Du ska kunna kunskap och förståelse genom att urskilja för forskningsområdet relevanta frågor och resonera kritiskt kring dessa med förankring i relevant litteratur .,0.3406691253185272,"Kursen behandlar historisk sociolingvistik som forskningsområde, vilket innefattar teorier och forskning om språk, språkbruk och texter i förfluten tid med ett socialt förklaringsperspektiv på variation och förändring. Tonvikten i kursen ligger på exempel från den nordiska språk- och texthistorien, och med utgångspunkt i olika material prövas metoder för analys och tolkning inom forskningsområdet."
NS3052,Historisk sociolingvistik,Institutionen för svenska och flerspråkighet,Du ska kunna färdighet och förmåga att använda forskningsområdets centrala begrepp och tillämpa dem på förelagt material .,0.32953980565071106,"Kursen behandlar historisk sociolingvistik som forskningsområde, vilket innefattar teorier och forskning om språk, språkbruk och texter i förfluten tid med ett socialt förklaringsperspektiv på variation och förändring. Tonvikten i kursen ligger på exempel från den nordiska språk- och texthistorien, och med utgångspunkt i olika material prövas metoder för analys och tolkning inom forskningsområdet."
FIOV10,Originalverk i teoretisk filosofi,Filosofiska institutionen,Du ska kunna argument .,0.3417458236217499,"Kursen behandlar ett originalverk från den teoretiska filosofins historia, på originalspråket, eller i svensk eller engelsk översättning. Verket studeras i sitt historiska sammanhang. Särskild vikt läggs vid att artikulera verkets problemställningar, teorier, begrepp, och argument både i sitt filosofihistoriska sammanhang och med hänsyn till verkets unika och nydanande drag. Därvidlag läggs stor vikt vid kritisk analys av problemställningar, teorier, begrepp, och argument. Det övergripande målet är att fördjupa förståelsen av den historiska bakgrunden till frågeställningar i den samtida teoretiska filosofin."
PS2PEP,Perceptionspsykologi,Psykologiska institutionen,Du ska kunna up” och ”top .,0.27144038677215576,"Kursen ger grundläggande kunskaper om hur perceptionen fungerar, dess möjligheter och begränsningar. Den visar de vetenskapliga metoder genom vilka vi kan undersöka hur våra sinnesintryck skapas och tolkas. Den ger också kunskaper om perceptionens fysiska och biologiska grundvalar – hur hjärnan och sinnesorganen möjliggör vår upplevelse av världen som en sammanhängande helhet. Träning ges i såväl vetenskapligt skrivande som muntlig presentationsteknik. I praktiska inslag kommer kursen också att ge studenterna möjlighet att genomföra psykofysiska experiment, samt mäta hur deras egna nervsystem aktiveras av sinnesupplevelser."
FILD10,Logik i datavetenskap och artificiell intelligens,Filosofiska institutionen,Uppvisa grundläggande kunskap om och förmåga att använda Floyd .,0.2304663062095642,"Kursen behandlar ett urval teman som innehåller betydelsefulla tillämpningar av logik till data- och informationsvetenskaper och artificiell intelligens. Bland dessa märks: 1.Användningen av klassisk första ordningens (FO) språk och logik för kunskapsrepresentation och automatisk teorembevisning baserad på första ordningens resolution med unifiering. 2.Introduktion till logikprogrammering och Prolog. 3.Introduktion till logiska metoder för programverifiering, till Floyd-Hoare logik för bevis av partiell korrekthet hos datorprogram, samt till metoder för att bevisa att datorprogram terminerar och är fullständigt korrekta. 4.Dynamisk satslogik för program (PDL). 5.Tidslogiker i datavetenskap. Användning av tidslogiker för linjär tid och för förgrenande tid för formell specifikation av egenskaper hos transisitionssystem, och av beräkningar i desamma. Modellprövning och formell verifikation av reaktiva och parallella system."
KB7020,Proteiners struktur och funktion I,Institutionen för biokemi och biofysik (DBB),Du ska kunna redogöra för entropi .,0.2992439866065979,"a. Kursen behandlar proteiners struktur och egenskaper, med fokus på sekvensinnehåll och effekt av mutationer. Inom kursen tränas; (i)förmågan till reduktionistiskt tänkande och generalisering, (ii)kvantitativ beskrivning, (iii)formulering och test av hypotes enligt falsifiering, (iv) färdighet i att använda laborativa tekniker för problemlösning, samt (v) färdighet i datorbaserade metoder och bioinformatik.  b. Kursen består av följande delar: 1) Teori (Theory), 5 hp 2) Laborationer ( Laboratory exercises), 2.5 hp"
IB437D,Data mining inom data och systemvetenskap - distans,Institutionen för data- och systemvetenskap (DSV),Du ska kunna kritiskt reflektera över etiska och integritetsmässiga aspekter av data mining och dess konsekvenser för individ och samhälle .,0.3260992467403412,"Testning och utvärdering, representation, beslutsträd och regler, linjära modeller, naive Bayes, lazy learning, kombination av modeller, associationsregler och klustring."
KB7021,"Bioinformatik, distanskurs",Institutionen för biokemi och biofysik (DBB),Du ska kunna använda Linux för standarduppgifter .,0.1884792298078537,"Kursen behandlar grunderna för bioinformatik, speciellt metoder för att studera biologiska sekvensdata och sekvensstatistik."
KZ8015,Förnybara materials kemi,Kemikum,Modifiera partiklarnas ytladdning och föreslå en optimal masskvot baserad på dynamisk ljusspridning och mätning av Z-potentialen .,0.3170478940010071,"a. Kursen ger studenten en bred förståelse av förnybara material, inklusive deras struktur, reaktivitet, fysikalisk-kemiska egenskaper, bearbetning, syntes och tillämpningar. Kursen behandlar ämnet från ett teoretiskt perspektiv för hållbar och grön kemi. Lipider, protein, cellulosa, lignin, tanniner samt andra polysackarider, och deras naturliga och konstruerade kompositer är exempel på de förnybara material som behandlas i kursen. Tyngdpunkten läggs på vatten som lösningsmedel och spridningsmedium med tanke på dess väsentliga roll i biosyntes och biologisk nedbrytning av förnybara material. Behandling av fysikalisk-kemiska egenskaper hos förnybara material avser att ge studenten verktyg för att bedöma lämpligheten av dessa material för praktiska tillämpningar. Bearbetning och modifiering av naturliga polymerer med hjälp av kovalent och icke-kovalent kemi diskuteras utöver utvalda aspekter av förnybara nanomaterial.   b. Kursen består av följande delar: Del 1, Teori (THEORY), 5 hp Del 2, Laborationer (LABORATORY Exercises), 2.5 hp"
KO7015,Hållbar organisk kemi,Kemikum,Du ska kunna skriva vetenskapliga rapporter .,0.30851349234580994,"a. Kursen behandlar gröna och hållbara aspekter inom organisk kemi och täcker både bulk- och finkemikalier. Ett historiskt perspektiv kommer att ges för råmaterialets betydelse för metodutvecklingen inom organisk syntes och hur det kan påverka organisk kemi i framtiden. Effektiviteten av syntetiska vägar kommer att utvärderas med avseende på avfall, derivatiseringssteg, lösningsmedel, energikonsumption och massbalans. Katalys för att minska derivatiseringssteg för att öka effektiviteten i organisk syntes är centralt i kursen. ”Benign by design” det vill säga strategier för hur man ska designa organiska synteser för med avseende på cirkularitet, toxicitet av både startmaterial och intermediat, och även säkerhet kommer att diskuteras.  b. Kursen består av följande delar: Del 1, Teori, 4 hp Del 2, Laborationer och övningar, 3,5 hp"
NS712U,"Svenskt språk och svensk litteratur i forskningsperspektiv - Nordkurs, uppdragsutbildning",Institutionen för svenska och flerspråkighet,Du ska kunna visa kvalificerad kunskap om och förståelse av centrala forskningsresultat och teorier inom ämnesområdet .,0.29695528745651245,"Kursen behandlar svenskan utifrån både strukturellt och sociolingvistiskt perspektiv, och inom den aktualiseras svenskans grammatik, svensk språkhistoria, svenska dialekter, den moderna svenska språksituationen och svensk språkpolitik. Vidare behandlar kursen svensk skönlitteratur främst från 1800-talet till i dag. Både den språkvetenskapliga och den litterära delen innehåller jämförelser med andra nordiska länder, men även Stockholm som språklig och litterär miljö tematiseras. Den litterära och språkvetenskapliga forskningen i Sverige belyses och en individuell, ämnesmässig fördjupning med inriktning mot språk- eller litteraturforskning. Undervisningen förutsätter en grannspråksförståelse av talad och skriven svenska."
NS712U,"Svenskt språk och svensk litteratur i forskningsperspektiv - Nordkurs, uppdragsutbildning",Institutionen för svenska och flerspråkighet,Du ska kunna visa förmåga att värdera och kritiskt förhålla sig till teorier och till metoder inom ämnesområdet .,0.29339778423309326,"Kursen behandlar svenskan utifrån både strukturellt och sociolingvistiskt perspektiv, och inom den aktualiseras svenskans grammatik, svensk språkhistoria, svenska dialekter, den moderna svenska språksituationen och svensk språkpolitik. Vidare behandlar kursen svensk skönlitteratur främst från 1800-talet till i dag. Både den språkvetenskapliga och den litterära delen innehåller jämförelser med andra nordiska länder, men även Stockholm som språklig och litterär miljö tematiseras. Den litterära och språkvetenskapliga forskningen i Sverige belyses och en individuell, ämnesmässig fördjupning med inriktning mot språk- eller litteraturforskning. Undervisningen förutsätter en grannspråksförståelse av talad och skriven svenska."
LA4412,"Indigenismo - En politisk rörelses uppgång, fall och konstnärliga uttryck",Romanska och klassiska institutionen,Du ska kunna talets depression;,0.22410225868225098,"Kursen analyserar indigenismo, den latinamerikanska rörelse som under nittonhundratalet värnade om urbefolkningarnas utveckling och åtog sig att vara deras röst i politiska, litterära, konstnärliga och vetenskapliga sammanhang. Studenterna får stifta bekantskap med rörelsens liberala och marxistiska riktningar och deras svar på hur urbefolkningarna bäst skulle infogas i de inklusiva nationalstatsprojekt som växte fram i Latinamerika efter 1930-talets depression. Kursen jämför hur indigenismo tog sig uttryck i olika länder och belyser centrala tankar hos politiska och akademiska företrädare såsom José Vasconcelos, Moses Saénz, Luis Valcárcel, Pío Jaramillo och José Carlos Mariátegui. Den inkluderar även läsning och analys av skönlitterära indigenistaförfattare såsom José María Arguedas, Jorce Icaza och Miguel Angel Asturias, samt  diskuterar konstnärliga verk, av exempelvis Oswaldo Guayasamin. Vidare diskuteras den kritik som idag riktas mot rörelsen, som bland annat hävdar att den aldrig lyssnade på urbefolkningarnas egna röster och i slutändan sökte en modernisering där de senares språk, traditioner och identiteter inte hade någon plats."
PH21G0,Centrala teoretiska begrepp för folkhälsovetenskapen,Institutionen för folkhälsovetenskap,Jämföra .,0.13333748281002045,Kursen introducerar studenten till klassiska samhällsvetenskapliga teorier och analytiska begrepp samt härleder dem till användningsområden inom den tvärvetenskapliga folkhälsovetenskapen. Kursen omfattar teoribildningar ur flera forskningsdiscipliner med fokus på att förstå och förklara hur interaktionen mellan individ och samhälle kan kopplas till folkhälsa.  Kursen syftar till att göra studenten bekant med en teoretisk begreppsapparat samt att ge en ökad förståelse för teoriers olika användningsområden och nytta. Efter genomförd kurs ska studenten också besitta en förmåga att kritiskt reflektera över och förstå centrala teorier bakom sambanden mellan sociala och samhälleliga faktorer och hälsoutfall.
ML270N,Principer och grunder inom artificiell intelligens,Institutionen för data- och systemvetenskap (DSV),Du ska kunna redogöra för vilka för .,0.25469160079956055,Kursen ger en introduktion till AI (artificiell intelligens) principer och grundläggande koncept så som - sökalgoritmer - logik  - planeringsalgoritmer - kunskapsrepresentation  - sannolikhetslära  - maskininlärning - naturlig språkbehandling (NLP)
JU70FF,Etik för jurister,Juridiska institutionen,Du ska kunna självständigt planera och genomföra en arbetsuppgift inom givna tidsramar .,0.31783047318458557,"Den övergripande målsättningen med kursen är att ge yrkesverksamma jurister och juris studerande på avancerad nivå en överblick över vissa centrala delar av ämnet etik och en ökad förståelse för det etiska arbetssättet och etikens funktion i samhället, men även som ett instrument för liksom en position i juristens praktiska arbete.  Kursen ger en etisk allmänbildning och orientering i yrkeslivet för jurister, och utgör samtidigt en ytterligare god grund för studier i juridik. Kursen inleds med en orientering i etikens principer och strukturer och grundläggande källor, med relevans för jurister."
FK5033,"Kvantmekanik, distans",Fysikum,Du ska kunna tillämpa formalism för tvånivåsystem .,0.30573606491088867,"Kursen behandlar: Historisk bakgrund till kvantfysiken. Grundläggande begrepp och metoder inom icke-relativistisk kvantmekanik: vågfunktionen och dess tolkning; Schrödingerekvationen; osäkerhetsprincipen; operatorer; endimensionella potentialer; fria partikeln; harmoniska oscillatorn och stegoperatorer; Schrödingerekvationen i tre dimensioner; väteatomen; rörelsemängdsmoment, spinn, tvånivåsystemet och addition av rörelsemängdsmoment."
KZ8022,Förnybara materials kemi,Kemikum,Modifiera partiklarnas ytladdning och föreslå en optimal masskvot baserad på dynamisk ljusspridning och mätning av Z-potentialen .,0.3170478940010071,"a. Kursen ger studenten en bred förståelse av förnybara material, inklusive deras struktur, reaktivitet, fysikalisk-kemiska egenskaper, bearbetning, syntes och tillämpningar. Kursen behandlar ämnet från ett teoretiskt perspektiv för hållbar och grön kemi. Lipider, protein, cellulosa, lignin, tanniner samt andra polysackarider, och deras naturliga och konstruerade kompositer är exempel på de förnybara material som behandlas i kursen. Tyngdpunkten läggs på vatten som lösningsmedel och spridningsmedium med tanke på dess väsentliga roll i biosyntes och biologisk nedbrytning av förnybara material. Behandling av fysikalisk-kemiska egenskaper hos förnybara material avser att ge studenten verktyg för att bedöma lämpligheten av dessa material för praktiska tillämpningar. Bearbetning och modifiering av naturliga polymerer med hjälp av kovalent och icke-kovalent kemi diskuteras utöver utvalda aspekter av förnybara nanomaterial.   b. Kursen består av följande delar: Del 1, Teori (THEORY), 5 hp Del 2, Laborationer (LABORATORY Exercises), 2.5 hp"
RHA312,"Visioner av slutet: Apokalyps och eskatologi i judendom, kristendom och islam","Institutionen för etnologi, religionshistoria och genusvetenskap",Du ska kunna tillämpa historisk-filologiska metoder i undersökning av primärkällor .,0.3138059973716736,"Fascinationen över apokalyptiska idéer kan sägas vara en integrerad del i de Abrahamitiska religionerna, och är väl etablerad i deras heliga skrifter. Kursen syftar till att ge en historisk översikt över framväxten av ”apokalyps” som en specifik religiös kategori och litterär genre i relation till dess socio-kulturella och historiska bakgrund. Den historiska utvecklingen av apokalyptiskt tänkande och litteratur från antiken till modern tid studeras inom kursen, med särskilt fokus på texter om himmelska resor, visioner av helvetet och himlen, och väckelsen av kiliastiskt hopp och oro. Huvudsakliga apokalyptiska koncept, såsom historiens schematisering och periodisering, historiens slut som kosmisk katastrof kommer presenteras och diskuteras i kursen. Vidare teman rör apokalyptiska rädslor kopplade till naturkatastrofer, epidemier etc. som tecken på tidens slut, kosmiska och metafysiska mysterier om den himmelska världen, idéer om ett liv efter döden, föreställningar om den yttersta domen, mm. Moderna aspekter och tolkningar av apokalyptiska känslor och tankar i relation till samtida politiska och historiska omvälvningar kommer också att tas i beaktande. Utifrån detta, kommer kursen vidare att undersöka hur traditionella apokalyptiska koncept används i moderna politiska kontexter, såsom inom politisk och religiös fundamentalism och i relation till samtida geo-politiska konflikter. Kursen kommer avslutas med att undersöka den moderna apokalyptikens symboliska och litterära uttryck, med särskilt fokus på den ökande populariseringen av scenarion om världens undergång i samtida visuell och litterär populärkultur."
LIT759,Teckenspråk - magisterkurs,Institutionen för lingvistik,Du ska kunna muntligt redogöra för och diskutera sina slutsatser och den kunskap och de argument som ligger till grund för dessa .,0.324160635471344,"Kursen ger fördjupade kunskaper och färdigheter vad gäller att planera, genomföra och skriftligt redovisa en självständig forskningsuppgift inom teckenspråk."
BL7071,Djurs sociala och sexuella beteende,Institutionen för biologisk grundutbildning (BIG),Du ska kunna presentera tydliga slutsatser och sammanfatta forskningsresultat muntligen .,0.32470518350601196,"Kursen behandlar de viktigaste teoretiska aspekterna av djurs sociala och sexuella beteenden. I synnerhet, kommer kursen att undersöka hur och varför djur bildar och interagerar i sociala grupper, och hur och varför djur väljer och konkurrerar om partner under reproduktionen. Länkar mellan sociala och sexuella beteenden kommer utforskas. Kursen kommer att visa varför studier av djurs sociala och sexuella beteenden har blivit ett centralt fält inom samtida biologi genom att kombinera etologi, psykologi, evolutionsbiologi, fysiologi och ekologi. Föreläsningarna kommer att fokusera på sociala interaktioner, samarbetsbeteenden, djurgrupper och förflyttningar, hanlig och honligt partnerval, konkurrens om tillgång till partner, spermiekonkurrens och kryptiska honliga val. Genomgående i kursen, ligger fokus på att förstå hur djurens ekologi och evolutionära historia påverkar deras sociala och sexuella beteenden."
MT7045,Bayesianska metoder,Matematiska institutionen,Du ska kunna välja lämpliga informativa och icke .,0.30101895332336426,"Kursen behandlar Bayes formel, informativa och icke-informativa à priorifördelningar, à posteriorifördelningar, en- och flerparameterfördelningar som binomial-, multinomial- och normalfördelningen, hierarkiska modeller, linjära modeller, bayesiansk inferens och modellanpassningsmått samt stokastisk simulering med MCMC (Markov Chain Monte Carlo)."
GG7030,"Geokemisk fältprovtagning, analys, och datautvärdering",Institutionen för geologiska vetenskaper (IGV),Du ska kunna planera och genomföra fältprojekt och labbanalyser för självständigt projektarbete .,0.3037942349910736,"Kursen behandlar: • metoder för provtagning av vatten, sediment, jord och bergarter • närings-, redox- och syra-baskemi i olika naturliga akvatiska miljöer • mikroorganismers inverkan på geokemiska processer • kvantifieringsmetoder av in-situ processer • utbytesprocesser mellan mark, sediment, vatten och atmosfären • elektrokemiska, spektrofotometriska, kromatografiska, och massspektroskopiska analysmetoder • statistisk utvärdering av geokemiska data"
GG7030,"Geokemisk fältprovtagning, analys, och datautvärdering",Institutionen för geologiska vetenskaper (IGV),Du ska kunna implementera experimentella och analytiska projektplaner .,0.32150521874427795,"Kursen behandlar: • metoder för provtagning av vatten, sediment, jord och bergarter • närings-, redox- och syra-baskemi i olika naturliga akvatiska miljöer • mikroorganismers inverkan på geokemiska processer • kvantifieringsmetoder av in-situ processer • utbytesprocesser mellan mark, sediment, vatten och atmosfären • elektrokemiska, spektrofotometriska, kromatografiska, och massspektroskopiska analysmetoder • statistisk utvärdering av geokemiska data"
GG7030,"Geokemisk fältprovtagning, analys, och datautvärdering",Institutionen för geologiska vetenskaper (IGV),Du ska kunna diskutera resultat i nationella och internationella sammanhang .,0.18258309364318848,"Kursen behandlar: • metoder för provtagning av vatten, sediment, jord och bergarter • närings-, redox- och syra-baskemi i olika naturliga akvatiska miljöer • mikroorganismers inverkan på geokemiska processer • kvantifieringsmetoder av in-situ processer • utbytesprocesser mellan mark, sediment, vatten och atmosfären • elektrokemiska, spektrofotometriska, kromatografiska, och massspektroskopiska analysmetoder • statistisk utvärdering av geokemiska data"
GG7031,Isotopgeokemi,Institutionen för geologiska vetenskaper (IGV),Du ska kunna använda sig av blandningsmodeller .,0.30188536643981934,"Kursen behandlar:  * masspektrometerns uppbyggnad  * preparations- och mätmetoder inklusive beräkningar av isotopvärden   * förekomst av lätta stabila isotoper och radiogena isotoper i naturen  * blandningsmodeller  * orientering i användningsområden inom geokemi, petrologi och biologi"
FRAFR2,Franska resenärer i Medelhavsområdet,Romanska och klassiska institutionen,Du ska kunna applicera teoribildning knuten till ämnesområdet .,0.2755031883716583,"Kursen ger bred kännedom om franska reseskildringar knutna till Medelhavsområdet. Ett urval fiktiva och icke-fiktiva texter från olika århundraden analyseras utifrån historiska, idéhistoriska, estetiska och litteraturteoretiska principer, där särskild tonvikt läggs vid hur främmande kulturer och samhällen förstås och gestaltas."
FRAFR2,Franska resenärer i Medelhavsområdet,Romanska och klassiska institutionen,Du ska kunna visa särskilda kunskaper inom något av kursens specifika ämnesområden .,0.3271588683128357,"Kursen ger bred kännedom om franska reseskildringar knutna till Medelhavsområdet. Ett urval fiktiva och icke-fiktiva texter från olika århundraden analyseras utifrån historiska, idéhistoriska, estetiska och litteraturteoretiska principer, där särskild tonvikt läggs vid hur främmande kulturer och samhällen förstås och gestaltas."
US545F,Språkdidaktik - teori och tillämpning,Institutionen för ämnesdidaktik,Du ska kunna värdera utvald forskningslitteratur i en annoterad bibliografi av ett begränsat område .,0.30760306119918823,"I kursen behandlas, diskuteras och problematiseras språkdidaktisk teoribildning samt resultat och pedagogiska tillämpningar av språkdidaktisk forskning. Det ämnesmässiga fokuset ligger på undervisning och inlärning av främmande språk samt språklärares och elevers tänkande och föreställningar kring dessa frågor."
NS8043,Handskriftsforskning 1 – allmän del,Institutionen för svenska och flerspråkighet,Du ska kunna redogöra för kvalificerad kunskap om och förståelse av centrala forskningsresultat och teorier inom ämnesområdet .,0.3170259892940521,"Kursen introducerar forskning och centrala teorier om medeltida handskrifter, särskilt den forskningsinriktning som ofta benämns nyfilologi, samt teoribildning inom modernt inriktad textforskning som anknyter till detta, bl.a. nyretorisk genreteori. Därtill innehåller kursen en översiktlig presentation av det nordiska handskriftsmaterialet, handskriftssamlingar och fragmentsamlingar."
