CourseCode,CourseName,Department,ILO,Similarity,Content
AS1002,"Modern kosmologi, orienteringskurs i astronomi",Institutionen för astronomi,Du ska kunna visa sådana kunskaper som behövs för att .,0.1907186508178711,"Kursen behandlar: universums expansion, den kosmiska bakgrundsstrålningen, de första sekunderna, grundämnessyntesen, mörk materia, mörk energi, galax- och stjärnbildning, universums storskaliga struktur och universums framtida öde."
JKA902,Kärlek och motstånd: Dikt och narration i japansk hovlitteratur,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",Du ska kunna kommunicera fakta inom området muntligt och skriftligt .,0.21940098702907562,Kursen omfattar ett studium av representativa fiktiva texter från Heian-perioden (794 - 1185) med huvudsaklig inriktning på 900 - 1000-talens hovlitteratur. I denna primärt feminina poetiska och narrativa diskurs tas kärlek och motstånd som figurer upp för tolkning och omtolkning i en diskussion kring centrala teman och begrepp.
GG1009,"Livets utveckling, orienteringskurs",Institutionen för geologiska vetenskaper (IGV),Du ska kunna amfibier .,0.34711188077926636,"a. Kursen behandlar: •	problematiken om livets ursprung •	de första bakterierna •	uppkomsten av flercelliga organismer •	den kambriska explosionen •	växtvärldens utveckling •	från fisk till amfibie, ett stort steg •	däggdjurens utveckling  •	evolutionsteori  b. Kursen består av följande moment: 1. Exkursion 1,5 hp (Field Trip) 2. Teori 6 hp (Theory)"
GG1009,"Livets utveckling, orienteringskurs",Institutionen för geologiska vetenskaper (IGV),Du ska kunna reptiler .,0.31674081087112427,"a. Kursen behandlar: •	problematiken om livets ursprung •	de första bakterierna •	uppkomsten av flercelliga organismer •	den kambriska explosionen •	växtvärldens utveckling •	från fisk till amfibie, ett stort steg •	däggdjurens utveckling  •	evolutionsteori  b. Kursen består av följande moment: 1. Exkursion 1,5 hp (Field Trip) 2. Teori 6 hp (Theory)"
AS1011,"Svarta hål och kosmiska explosioner, orienteringskurs",Institutionen för astronomi,Du ska kunna visa orienterande insikter i .,0.2964932918548584,"Kursen behandlar observationella och teoretiska aspekter av exotiska kompakta objekt, såsom vita dvärgar, neutronstjärnor och svarta hål.  Speciellt behandlas: upptäcktshistorien av de exotiska objekten, en översikt av slutstadierna av stjärnutveckling, supernovaexplosioner, pulsarer, struktur hos neutronstjärnorna, fysiken hos svarta hål, grundtankarna i allmän relativitetsteori, händelsehorisonter, singulariteter, maskhål, observationella aspekter av kompakta objekt, röntgenkällor, gammastrålningsutbrott, kolliderande neutronstjärnor, supermassiva svarta hål i aktiva galaxkärnor, det svarta hålet i Vintergatans centrum, Hawkingstrålning, gravitationsstrålning, olika typer av teleskop och satelliter för röntgen och gammastrålning."
FR022A,"Franska, förberedande kurs II",Romanska och klassiska institutionen,Du ska kunna använda olika typer av satser .,0.28271210193634033,"Kursen syftar till att ge tillräckliga kunskaper för att studera franska vidare på högre nivåer. Kursen fokuserar på muntlig och skriftlig språkfärdighet, men tar även upp områdeskunskap i form av studier av kultur, samhälle och litteratur i både Frankrike och ett urval andra franskspråkiga länder. Föreläsningarna ges på svenska. Studietakten är hög och förutsätter intensiva studier. Godkänd kurs ger behörighet till Franska I vid Stockholms universitet.    Kursen består av följande delkurser:  Fransk grammatik och ordkunskap 3, 3,5 hp: Fortsatt genomgång av de allmänna grammatiska termer som krävs för studier i franska på akademisk nivå, med fokus på franska språkets grundläggande syntaktiska strukturer. Breddning av det centrala ordförrådet.   Hörförståelse och muntlig framställning 2, 7,5 hp: Delkursen, som bygger vidare på hörförståelse och muntlig framställning 1, innehåller samtalsövningar kring aktuella ämnen samt hörförståelseövningar. Utöver det ges en introduktion till kultur och samhälle i Frankrike samt ett urval andra franskspråkiga länder.  Skriftlig produktion 2, 4 hp:  Praktiska övningar i olika skriftliga framställningsformer. Studium av enklare franska skönlitterära texter. Övningar i idiomatik."
SLBIOI,Belarus igår och idag,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",Du ska kunna problematisera identitetsskapande faktorer .,0.2835581302642822,"Kursen behandlar bakgrunden till dagens politiska och kulturella situation i Belarus och diskuterar olika perspektiv på historia, kultur och språk. Kursen tar sitt avstamp i 700- och 800-talen, då den första östslaviska statsbildningen uppstod och omfattade det område som utgör dagens Belarus. Under kursen diskuteras hur landets geografiska läge på gränsen mellan Östeuropa och Västeuropa har lett till komplexa historiska skeenden då landet dragits in i olika maktsfärer och under långa tider även har varit uppdelat mellan grannländerna. Särskilt fokus ligger på Belarus historia under det tidiga 1900-talet, Sovjetepoken, utropandet av en självständig stat samt den senaste politiska utvecklingen."
KA7004,"Analytisk kemi, masspektrometri",Kemikum,Du ska kunna redogöra för vanliga fragmenteringsvägar vid elektronjonisation .,0.3242016136646271,"a. Kursen avser att ge en bred och fördjupad kunskap om modern masspektrometrisk analysmetodik. Koppling till separationsmetoder, samt kvalitativ och kvantitativ dataanalys ingår. De olika masspektrometriska teknikerna jämförs ingående och utvärderas för olika applikationer och analytiska problemställningar. Kursen förmedlar både praktiska och teoretiska färdigheter.   b. Kursen består av två moment: 1)	Teori (Theory) 7.5 högskolepoäng 2)	Laborationer (Laboratory excercises, project) 7.5 högskolepoäng"
EC7413,Ekonometri 3b: Tidsseriedata,Nationalekonomiska institutionen,Du ska kunna och F .,0.30167287588119507,"Kursen syftar till att nå en djupare förståelse av de statistiska metoder som behövs för att man empiriskt skall kunna analysera ekonomiska problem vilka involverar tidseriedata. Kursen omfattar; OLS med tidsseriedata; autokorrelationsbegreppet; deterministisk trend; säsong; strukturella brott; inferens robust för heteroskedastisticitet och autokorrelation; ARMA-modeller, stationäritet och stokastisk trend; test för enhetsrötter; test för stationäritet; autoregressiva modeller; maximum-likelihood estimation; informationskriterier och moving average modeller; SARIMA-modeller; VAR-modeller; kointegration och felkorrigeringsmodeller; prognoser, prognosevaluering och Granger-kausalitet. Kursen innehåller en introduktion till R och reproducerbar ekonometri."
PSPR64,"Utvecklingspsykologi 1: Prenatalt till adolescens, teori",Psykologiska institutionen,Du ska kunna kritiskt granska och diskutera för området relevanta vetenskapliga artiklar .,0.3488680124282837,"Kursen ger kunskap om utveckling prenatalt till adolescensen. Utvecklingsprocessen ses som ett samspel mellan såväl biologiska, psykologiska som sociala och samhälleliga faktorer. Kursen syftar till att ge kunskap i modern utvecklingspsykologi, där psykodynamiska, kognitiva, neuropsykologiska och socialpsykologiska faktorer behandlas med en strävan till helhetssyn på utveckling som en sammansatt och under hela livet pågående process. Utvecklingsprocessen beskrivs huvudsakligen ur ett typiskt perspektiv, medan atypisk utveckling berörs till viss del."
GG1003,"Dinosaurier - deras utveckling och utdöende, orienteringskurs",Institutionen för geologiska vetenskaper (IGV),Du ska kunna tertiärgränsen .,0.04208038002252579,"Kursen kommer att behandla: •	livets utveckling på Jorden (evertebrater, fiskar, amfibier fram till dinosaurierna) •	diversifieringen av dinosaurierna och de olika dinosauriegrupperna •	skillnaderna mellan endoterma och exoterma ryggradsdjur •	paleogeografin under den mesozoiska eran •	utvecklingen av fåglarna – dinosauriernas närmaste nu levande släktingar •	krita-tertiärgränsen och dinosauriernas utdöende"
GG1006,"Jordbävningar, orienteringskurs",Institutionen för geologiska vetenskaper (IGV),Du ska kunna och L .,0.15314292907714844,"Kursen behandlar: •	Jordens storskaliga utveckling •	plattektonik •	förkastningar •	seismiska vågor  •	kvantitativ seismologi •	tsunami, jordskred och vulkanutbrott •	möjligheter att förutsäga jordbävningar •	människors förhållande till jordbävningar    "
GG1006,"Jordbävningar, orienteringskurs",Institutionen för geologiska vetenskaper (IGV),Du ska kunna vågor .,0.2539665699005127,"Kursen behandlar: •	Jordens storskaliga utveckling •	plattektonik •	förkastningar •	seismiska vågor  •	kvantitativ seismologi •	tsunami, jordskred och vulkanutbrott •	möjligheter att förutsäga jordbävningar •	människors förhållande till jordbävningar    "
GE1013,"Utveckling, globalisering och miljö",Institutionen för naturgeografi,Du ska kunna sydperspektiv .,0.20249754190444946,"Utvecklingsfrågor utifrån fattiga respektive rika länders och gruppers perspektiv.  Om världshandel, konsumtion, teknikutveckling, internationella regelsystem, globaliseringen och dess konsekvenser på ekologiska och sociala system."
AR1000,Arkeologi I,Institutionen för arkeologi och antikens kultur,Du ska kunna visa .,0.15542340278625488,"Kursen ger grundläggande kunskaper om människor, kulturer och samhällen under förhistorisk och historisk tid, främst med avseende på Nordeuropa men med globala utblickar. Tolkningar av regional variation och förändringssituationer står i centrum. Källmaterialet är fornsaker och fornlämningsmiljöer samt historiska källor. Kursen ger även inblickar i arkeologins idéhistoria, organisation och samhällsrelevans samt i olika arkeologiska specialiseringar och verksamhetsfält. Genom sin breda inriktning på människokunskap i ett långtidsperspektiv är kursen användbar i en mängd olika yrken.  Delkursen Arkeologiska perspektiv orienterar om arkeologins teori, idéhistoria och praktik samt om olika arkeologiska verksamhetsfält. Delkurserna Stenålderns arkeologi, Bronsålderns arkeologi, Järnålderns och vikingatidens arkeologi samt Medeltidens och nyare tidens arkeologi behandlar relationen mellan källmaterial och samhälle i kronologisk ordning från äldsta tid till nutid."
ARA101,The Viking Age in Northern Europe and along the Eastern Routes,Institutionen för arkeologi och antikens kultur,Du ska kunna ska studenten kunna tillgodogöra sig och kritiskt förhålla sig till periodens källmaterial .,0.32611584663391113,"Kursen syftar till att ge en översikt över vikingatiden i Norden, ca 800-1100, grundad på arkeologiska, numismatiska, språkvetenskapliga och religionshistoriska resultat. Den ekonomiska utvecklingen (urbanisering, handel och hantverk), riksbildningen, den förkristna religionen och den tidiga kristendomen samt språk och runskrift behandlas. Periodens långfärder exemplifieras med de för Sverige karakteristiska  färderna i österväg."
MO1004,"Jordens klimat och klimatförändringar, orienteringskurs",Meteorologiska institutionen (MISU),Du ska kunna redogöra översiktligt för .,0.3230404853820801,"Kursen behandlar översiktligt: •	grundläggande fysikaliska beskrivningar av atmosfären och haven •	atmosfärens och havens rörelser och allmänna cirkulation •	strålningsprocesser i atmosfären, växthuseffekten •	betydelsen av olika växthusgaser, partiklar och moln för jordens strålningsbalans •	meteorologiska observationer och väderkartor •	klimatförändringar i gången tid, naturliga klimatvariationer •	människans påverkan på klimatet •	väderprognosmodeller, klimatmodeller och klimatscenarier  •	klimatförändringar och samhället"
FV1022,Den japanska filmens kulturhistoria,Institutionen för mediestudier,Du ska kunna studenten ha tillägnat sig .,0.22597908973693848,"Kursen, som ges i samarbete mellan Filmvetenskapliga institutionen och Avdelningen för Japanska, Institutionen för orientaliska språk, ger en översiktlig introduktion till den japanska filmens kulturhistoria. Kulturteoretiska, teknologiska, intermediala och politiska perspektiv på modernitet och tradition inom japansk film relateras till begreppens roll i andra länders filmhistoria. Kursen beaktar även på vilka sätt nationell film har varit ett centralt historieteoretiskt begrepp i förståelsen av stil och tema i filmer producerade i såväl Japan som i Västvärlden."
TVDTGN,Dramaturgi I,Institutionen för kultur och estetik,Du ska kunna diskutera .,0.2628946602344513,"Kursen diskuterar olika aspekter av begreppet dramaturgi, ur såväl ett historiskt som ett samtida perspektiv. Begreppet sätts i relation till estetiska diskussioner och förhållningssätt, både vad gäller scenisk gestaltning som textens utformning. Kursen ger exempel på hur man kan arbeta med dramaturgiska analyser."
BL2019,Moss- och lavfloristik med inventeringsmetodik,Institutionen för biologisk grundutbildning (BIG),Du ska kunna tillämpa sina kunskaper och utföra en enkel inventering .,0.30654722452163696,Kursen behandlar den mellansvenska moss- och lavfloran. Studenterna tränas i att utan hjälpmedel identifiera de vanligaste arterna samt att med hjälp av bestämningslitteratur identifiera övriga moss- och lavarter i den svenska floran.
EC1111,Mikroteori med tillämpningar,Nationalekonomiska institutionen,Beräkna jämvikter i enkla spel .,0.28310710191726685,"Kursen ger en introduktion till teorin för prisbildning på enskilda marknader och tillämpningen av denna teori på välfärdsekonomiska frågeställningar. Kursen består av en teoridel och en tillämpningsdel. I teoridelen behandlas efterfrågans och utbudets bestämningsfaktorer, marknadsjämvikt vid konkurrens och då marknadsmakt förekommer, samt begreppet samhällsekonomisk effektivitet. Exempel på frågor som kan behandlas i tillämpningsdelen är rättvisa, motiv för och effekter av skatter, regleringar och konkurrenspolitik, liksom miljöpolitik, arbetsmarknadspolitik, kollektivt beslutsfattande, diskriminering samt utformning av kontrakt."
EC1112,Mikroteori med tillämpningar (långsam studietakt),Nationalekonomiska institutionen,Beräkna jämvikter i enkla spel .,0.28310710191726685,"Kursen ger en introduktion till teorin för prisbildning på enskilda marknader och tillämpningen av denna teori på välfärdsekonomiska frågeställningar. Kursen består av en teoridel och en tillämpningsdel. I teoridelen behandlas efterfrågans och utbudets bestämningsfaktorer, marknadsjämvikt vid konkurrens och då marknadsmakt förekommer, samt begreppet samhällsekonomisk effektivitet. Exempel på frågor som kan behandlas i tillämpningsdelen är rättvisa, motiv för och effekter av skatter, regleringar och konkurrenspolitik, liksom miljöpolitik, arbetsmarknadspolitik, kollektivt beslutsfattande, diskriminering samt utformning av kontrakt."
IB445C,Vetenskaplig metodik och kommunikation inom data- och systemvetenskap,Institutionen för data- och systemvetenskap (DSV),Du ska kunna planera och bedriva självständigt arbete i projektform .,0.34744197130203247,"Kursen behandlar vetenskaplig metodik samt kommunikation av vetenskapliga resultat inom data- och systemvetenskap, med särskilt fokus på:  - identifikation och formulering av problem och frågeställning - val och tillämpning av strategier och metoder för samhällsvetenskaplig eller designorienterad forskning - vetenskapligt skrivande - muntlig framställning av vetenskapliga resultat - kritisk granskning av vetenskapliga arbeten - vetenskapliga, samhälleliga och etiska aspekter."
FE1102,Principer för finansiering,Företagsekonomiska institutionen,Skriva en argumenterande text baserad på en jämförelse av teoretiska begrepp och en tolkning av empiriska data .,0.3067987263202667,"Finansiering är ett ämnesområde inom företagsekonomi som tillämpar olika naturvetenskapliga grenar, såsom nationalekonomi och matematik.  Kunskaper inom finansiering är viktiga i moderna samhällen och ekonomier i och med att finansmarknaderna fördelar samhällenas resurser genom att dela ut finansiella överskott till de ekonomiska aktörer som kan använda resurserna på ett lönsamt och produktivt sätt.  Kursen Principer för finansiering ger en första introduktion till hur finansmarknaden fungerar, samt till finansiella intermediärer och investeringsbedömning. Kursen består av seminarier, föreläsningar och ett grupparbete."
HI1332,Afrika II: Kolonialism. Afrikas historia söder om Sahara ca 1800 - idag,Historiska institutionen,Du ska kunna till idag .,0.09357980638742447,"Kursen ger en bred introduktion till modern afrikansk historia söder om Sahara från tidigt 1800-tal till idag. Utifrån både praktiska och mer teoretiska utgångspunkter kommer frågor runt kolonialism, imperialism, utveckling och postkolonialism att diskuteras. Vad är t ex utveckling? Vad är kolonialism? Hur har européernas närvaro i Afrika påverkat den afrikanska kontinentens utveckling? Vad är postkolonialism? Hur ser Afrikas framtid ut? Flera aspekter på det moderna Afrika kommer att behandlas utifrån ekonomiska, kulturella, sociala och politiska aspekter. Litteraturen består av en blandning av allmän historia och några teoretiska specialstudier. Tyngdpunkten i litteraturen är lagd på moderna studier skrivna av afrikanska historiker. Även grundläggande kunskaper om metoder, källor och källkritik inom det aktuella forskningsområdet, och teoretiska begrepp introduceras.  Delkurs 1: Afrika söder om Sahara 1800- till idag. En översikt Delkurs 2: Kolonialism och beroende. Begrepp och teorier  Delkurs 1 omfattar den politiska, ekonomiska och sociala utvecklingen i Afrika söder om Sahara under perioden med särskild tyngdpunkt på den europeiska kolonialismen och vägen mot ökat självbestämmande under 1960-talet och framåt.  Delkurs 2 behandlar och lägger tyngdpunkten på en diskussion om kolonialismen, och dess ekonomiska utgångspunkter och ideologiska motiveringar. Begrepp och definitioner behandlas, liksom beroendeskolan och postkolonial teoribildning."
HI1337,"Kinas historia: Från mittens rike till global tungviktare. Systemskiften, utopiska visioner och Stormaktsspel",Historiska institutionen,Du ska kunna talet till idag För .,0.252660870552063,"Kursen behandlar det moderna Kinas framväxt från andra halvan av 1800-talet och fram till idag, med parallellt fokus på Kinas position i världspolitiken. Kursen ger en bild av Kinas utveckling från kejsardöme till republik och sedan folkrepublik och ekonomisk stormakt och de mest framträdande drivkrafterna i denna process. Kursen ger också en bild av hur utvecklingen i det moderna Kina har diskuterats och analyserats i västvärlden och i Sverige.    Även grundläggande kunskaper om metoder, källor och källkritik inom det aktuella forskningsområdet, och teoretiska begrepp introduceras.  Delkurs 1: Kinas moderna historia – översikt från 1850-talet till idag Delkurs 2: Sinologi och orientalism. Metoder, teorier och begrepp  Delkurs 1 behandlar övergripande utvecklingslinjer i det moderna Kinas historia fram till idag. Viktiga teman för föreläsningar och seminarier är Kinas utveckling från kejsardöme till republik, republiken och inbördeskriget, den sinosovjetiska konflikten, det stora språnget, kulturrevolutionen, Maos död, reformeran och Kinas expansion som politisk och ekonomisk stormakt i världspolitiken efter 1978. Även förändringarna i kvinnornas situation och relationen mellan stad och land, liksom partiets roll och synen på mänskliga rättigheter tas upp översiktligt.  Delkurs 2 behandlar översiktligt sinologins utveckling i västvärlden och även hur senare forskning problematiserat relationen mellan sinologi och orientalism. Kursen ger också en bild av hur utvecklingen i Kina har diskuterats och analyserats i västvärlden och i Sverige och hur desinformation och även bristen på källor i långa perioder påverkat utvecklingen av Kinabilden. Delkursen omfattar utöver föreläsningar även seminarier där studenterna utifrån konkreta exempel arbetar med att källkritiskt analysera hur forskare, missionärer, resenärer och medier skildrat Kina och hur dessa skildringar påverkats dels av utvecklingen i Kina och dels av utvecklingen i västvärlden. Kursen ger också en översiktlig orientering om vad som fokuseras i dagens forskning och kunskapsutveckling om Kinas historia."
HA11FF,Grundkurs i handelsrätt: Juridisk översiktskurs,Juridiska institutionen,Du ska kunna självständigt planera och genomföra en arbetsuppgift inom givna tidsramar .,0.33076879382133484,"Den övergripande målsättningen med kursen är att ge en överblick över vissa centrala delar av den svenska rättsordningen och en viss förståelse för det juridiska arbetssättet och juridikens funktion i samhället. Kursen ger en juridisk allmänbildning, av värde för såväl privat- som yrkesliv, och utgör samtidigt en god grund för fortsatta studier i juridik.   Kursen inleds med en orientering i den svenska rättsordningens uppbyggnad och grundläggande rättskällor. Tyngdpunkten ligger på en översikt av centrala civilrättsliga regler, rörande rättskapacitet, avtal, köp av lös egendom, fordringar, fastighetsrätt, skadestånd, familjerättens ekonomiska regler, successionsrätt, immaterialrätt och arbetsrätt. Därutöver behandlas associationsrätten relativt ingående. Vidare ingår en orientering om marknadsrätt, förvaltningsrätt, processrätt, straffrätt, obeståndsrätt och EU-rätt."
MVFIMU,Filmmusik,Institutionen för kultur och estetik,Du ska kunna hitta och använda relevanta källor och litteratur som utgångspunkt för och hjälpmedel i analysen. Att analysen är självständig innebär att förslag till material och de konkreta frågeställningarna har formulerats av studenten .,0.3458825349807739,"Filmmusik I, 7,5 hp:  Delkursen syftar till att ge kännedom om och förmåga att analysera filmmusikens olika narrativa funktioner (med särskilt fokus på ledmotivsteknik): hur filmmusik förstärker och skapar stämningar, karakteriserar platser och personer, ger uttryck för tankar och känslor etc. Den syftar också till att ge en historisk kontext till filmmusikens funktioner, tekniker och stilar från stumfilmens början fram till idag. Delkursen är huvudsakligen inriktad på musikanvändningen i kommersiell amerikansk film, s.k. Hollywoodfilm.  Filmmusik II, 7,5 hp:  Delkursen syftar till att ge en fördjupad träning i att på ett självständigt sätt analysera filmmusik, med fokus på musikens narrativa funktioner, samt att relatera denna analys till olika historiska kontexter."
MVMTHS,Musikvetenskap - Musikteori: harmoni och satslära,Institutionen för kultur och estetik,Du ska kunna formulera enklare analytiska iakttagelser i termer av grundläggande musikteoretiska begrepp i förhållande till såväl en klang .,0.3166135251522064,Kursen syftar till att ge grundläggande kunskaper och färdigheter i harmoni och satslära.
BL2023,Organismernas mångfald och fylogeni,Institutionen för biologisk grundutbildning (BIG),Du ska kunna mikroskopera och dissekera .,0.2917015850543976,"a. Kursen behandlar livets uppkomst och livets träd samt de viktigaste organismgruppernas byggnad, levnadsätt, mångfald och släktskap.   b. Kursen består av följande moment:  1. Organismernas mångfald, 8,5 hp (Diversity and Phylogeny of Organisms). 2. Organismernas mångfald: djur, 6,5 hp (Diversity and Phylogeny of Organisms: animals)"
FR1KSA,Kultur och samhälle i Frankrike,Romanska och klassiska institutionen,Du ska kunna utöva enklare källkritik .,0.34233197569847107,"Kursen ger en bred genomgång av kultur, geografi samt modern historia och samhällsförhållanden i Frankrike. Grundläggande begrepp inom kulturella studier gås igenom och länkas till Frankrikes allmänna roll som kulturbärare. Under kursen diskuteras och värderas olika text- och medietyper, i synnerhet sakprosa samt bild- och audiovisuella medier."
PO1POV,Portugisiska i världen,Romanska och klassiska institutionen,"Du ska kunna söka, sammanställa och kritiskt tolka information inom ovan nämnda områden .",0.26157063245773315,Kusen innehåller ett urval texter som behandlar portugisiskans spridning i världen och analyserar eller illustrerar olika aspekter av kultur- och samhällsliv i områden där portugisiskan har en officiell ställning. Kursen lyfter fram kulturmöten i samtida och historiska sociokulturella kontexter och förbereder studenten för att närma sig portugisiskspråkiga miljöer ur ett interkulturellt perspektiv.
ABGFTU,Turkiet: Sociala och kulturella perspektiv,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",Formulera en argumentation baserat på evidens .,0.2004382610321045,"Inom denna kurs studeras Turkiets sociala och kulturella mångfald. Fokus ligger på samspelet mellan tradition och social och ekonomisk förändring från slutet av 1800-talet till nutid. Särskilda frågor som behandlas är: landsbygds- och stadsliv; familjestruktur och släktskap; Islam som tro och utövande; könsroller; etniska, religiösa och nationella identiteter inom ramen för nationalism och urbanisering. En ordentlig förståelse av det turkiska sociala och politiska livet, både från ett historisk perspektiv och dess nuvarande komplexitet, kommer att fungera som en utgångspunkt för diskussioner kring viktiga samtida frågor såsom samexistensen av demokrati och auktoritär politik; kvinnors roll i politiska och ekonomiska frågor; uppkomsten av politisk islam, och som en röd tråd genom alla dessa frågor, det politiska och ekonomiska livets kulturella kontext."
ABGFTU,Turkiet: Sociala och kulturella perspektiv,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",Kommunicera effektivt i en muntlig presentation .,0.21076549589633942,"Inom denna kurs studeras Turkiets sociala och kulturella mångfald. Fokus ligger på samspelet mellan tradition och social och ekonomisk förändring från slutet av 1800-talet till nutid. Särskilda frågor som behandlas är: landsbygds- och stadsliv; familjestruktur och släktskap; Islam som tro och utövande; könsroller; etniska, religiösa och nationella identiteter inom ramen för nationalism och urbanisering. En ordentlig förståelse av det turkiska sociala och politiska livet, både från ett historisk perspektiv och dess nuvarande komplexitet, kommer att fungera som en utgångspunkt för diskussioner kring viktiga samtida frågor såsom samexistensen av demokrati och auktoritär politik; kvinnors roll i politiska och ekonomiska frågor; uppkomsten av politisk islam, och som en röd tråd genom alla dessa frågor, det politiska och ekonomiska livets kulturella kontext."
HV04KS,Regi och scenisk gestaltning med barn och unga i kulturskolan - ingår i Kulturskoleklivet,Institutionen för ämnesdidaktik,Du ska kunna planera en arbetsprocess utifrån målgruppens behov .,0.320254921913147,Kursen behandlar - regi och scenisk gestaltning ur ett ämnesdidaktiskt perspektiv - pedagogiskt ledarskap i relation till barn och ungas teaterutövande - gruppetablering och grupprocesser i teaterarbete med barn och unga
SA2051,Medicinsk antropologi,Socialantropologiska institutionen,Behärska det upplägg och formalia som används i vetenskapliga texter .,0.3350350856781006,"Kursen fokuserar på hur sjukdom, hälsa, lidande och helande formas i en komplex samverkan mellan biologiska, psykologiska, sociala, politiska, ekonomiska och miljöbetingade processer och relationer. Kursen ges på engelska."
KG1303,Städer och det urbana samhället - lokala och globala utmaningar,Kulturgeografiska institutionen,Du ska kunna historiskt och idag .,0.3436928987503052,"Mer än hälften av världens befolkning bor idag i städer. I denna kurs behandlas städers framväxt samt urbana teman på olika geografiska nivåer från systemet av världsstäder till städers grannskap. I städers täta miljöer uppstår ofta konkurrens om plats och rum och olika politiska anspråk på utveckling och tillväxt görs. Staden erbjuder många möjligheter, men ojämlikheten växer och resulterar i en uppdelad stad med olika förutsättningar för inflytande, försörjning och boende. Kursen behandlar denna ojämlikhetens geografi i både det globala nord och det globala syd. Även migrationens konsekvenser för städers utveckling utgör en del i kursen. Lokala exempel får konkretisera kursens teman där fältinslag i Stockholm ingår."
GE2024,Naturresurser och hållbar utveckling,Institutionen för naturgeografi,Du ska kunna exemplifiera icke .,0.21445436775684357,"Kursen behandlar naturresurshantering främst utifrån ett naturvetenskapligt perspektiv. Kursen tar upp naturresursers bildningssätt, förekomster, begränsningar och diskuterar begreppet naturresurs och naturresurshantering utifrån ett hållbarhetsperspektiv, där aspekter på miljö är centrala. Kursen berör samspelet mellan naturresurser och samhällsförändring liksom naturresursrelaterade konflikter."
LIN021,Människans perception av tal och musik,Institutionen för lingvistik,Förklara hur olika maskeringsfenomen kan uppstå .,0.2807639539241791,"Kursen ger en orientering i grundläggande aspekter av människans perception av ljud, främst tal och musik. Kursen har en stark metodologisk och laborativ komponent, där auditiva perceptionsfenomen studeras genom tal- och musikperceptionsexperiment, som planeras, utförs och analyseras under lektionerna."
US7ESF,"Engelsk språkfärdighet och språkteori för förskoleklass, årskurs 1-3 och 4-6",Institutionen för ämnesdidaktik,"Vokabulär, 1,5 hp .",0.28817087411880493,"Kursens syfte är att utveckla och fördjupa studentens skriftliga och muntliga språkfärdighet på engelska. Kursen är även en introduktion till engelskans struktur och uttal med fokus på aspekter som är relevanta för undervisning i årskurs 1-3. Dessutom ger kursen en introduktion till språklig variation. Under kursen diskuteras även vanliga föreställningar om språk och språkinlärning, och studenten ges tillfälle att kritiskt granska och utvärdera dessa föreställningar med utgångspunkt i professionen. Muntliga och skriftliga övningar ger studenten möjlighet att förbättra sin talade engelska och grammatiska säkerhet. Kursen syftar även till att utöka studentens vokabulär, särskilt ord och fraser som kan användas i pedagogiska sammanhang.  Delkurs 1: Engelsk grammatik och språkteori, 4,5 hp Delkursens syfte är att utveckla studentens grammatikfärdighet på engelska och kunskap om viktiga grammatikaspekter som ska hanteras i lärarrollen. Delkursen behandlar vidare språklig variation inom den engelskspråkiga världen samt hur denna hanteras i klassrummet.  Delkurs 2: Uttal, 1,5 hp Delkursen syftar till att studenten ska få möjlighet att utvärdera och stärka sitt uttal för pedagogiska syften.  Delkurs 3: Vokabulär, 1,5 hp Delkursen syftar till att studenten ska förbättra sitt ordförråd, inklusive fraser och ord som kan användas i klassrummet."
EH1320,"Arbete, makt och genus i Sverige sedan 1850",Institutionen för ekonomisk historia och internationella relationer,Du ska kunna talet .,0.3286581039428711,"Kursen ger en bred introduktion till svensk arbetarhistoria i ett genusperspektiv. Tidsmässigt behandlas perioden från och med 1850-talet och framåt med fokus på både förändringar och kontinuiteter. Särskilt fokuseras genusrelationer på arbetsmarknaden, olika aspekter av genusarbetsdelning och förhållandet mellan arbete, familj och försörjning. Därvid ges även grundläggande kunskaper om hur genus har samspelat i arbetsmarknadsrelationer, på arbetsplatser och i det reproduktiva arbetet med andra maktsymmetrier såsom klass, etnicitet, ålder, sexualitet och civilstånd. Kursen ger därtill översiktliga kunskaper om olika teorier och begrepp som används i ekonomisk- och socialhistorisk forskning om arbete och genus. Exempel på konkreta områden som behandlas i kursen är de sociala och materiella villkoren för olika grupper av kvinnor och män, äktenskapets betydelse för kvinnors arbetskraftsdeltagande, liksom välfärdsstatens framväxt, fackliga organisationers verksamhet, samt migration och arbete i ett genusperspektiv. Därutöver övas förmågan att läsa och analysera historiska källtexter."
