CourseCode,Department,SBERT_Similarity,ILO_Count
HI1343,Historiska institutionen,0.6479748984177908,3.0
HI1344,Historiska institutionen,0.5800420232117176,6.0
LAS101,Romanska och klassiska institutionen,0.708660364151001,3.0
LAS102,Romanska och klassiska institutionen,0.641741007566452,6.0
LAS103,Romanska och klassiska institutionen,0.7064575453599294,3.0
PR1521,Företagsekonomiska institutionen,0.6714768831928571,6.0
LAS104,Romanska och klassiska institutionen,0.641112245619297,4.0
PR1522,Företagsekonomiska institutionen,0.623473159968853,6.0
PR1523,Företagsekonomiska institutionen,0.6110114132364591,6.0
PR1524,Företagsekonomiska institutionen,0.7963624596595764,4.0
BL2021,Institutionen för biologisk grundutbildning (BIG),0.7403568128744761,3.0
BL2022,Institutionen för biologisk grundutbildning (BIG),0.5679392591118813,4.0
BL2023,Institutionen för biologisk grundutbildning (BIG),0.5093164518475533,2.0
MVSPMU,Institutionen för kultur och estetik,0.6950706511735916,5.0
MVMUME,Institutionen för kultur och estetik,0.8441290855407715,3.0
MVMARA,Institutionen för kultur och estetik,0.7528458461165428,4.0
LITD02,Institutionen för lingvistik,0.7868172625700632,3.0
CTS112,Institutionen för svenska och flerspråkighet,0.743838295340538,2.0
NS1049,Institutionen för svenska och flerspråkighet,0.8287339905897776,6.0
NS1079,Institutionen för svenska och flerspråkighet,0.709009975194931,2.0
FK2010,Fysikum,0.7788794040679932,2.0
FAF100,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.783727890253067,5.0
BL2024,Institutionen för biologisk grundutbildning (BIG),0.7556224664052328,3.0
VPG060,Institutionen för pedagogik och didaktik,0.847613513469696,3.0
BL1014,Institutionen för biologisk grundutbildning (BIG),0.6565420627593994,3.0
NS1093,Institutionen för svenska och flerspråkighet,0.8020277718702952,6.0
NS1084,Institutionen för svenska och flerspråkighet,0.7035673757394155,3.0
US261F,Institutionen för ämnesdidaktik,0.7390521392226219,4.0
US262F,Institutionen för ämnesdidaktik,0.7979728654026985,4.0
NS1091,Institutionen för svenska och flerspråkighet,0.7814746499061584,2.0
NS1094,Institutionen för svenska och flerspråkighet,0.8415732298578534,7.0
NS1095,Institutionen för svenska och flerspråkighet,0.7786678373813629,3.0
US263F,Institutionen för ämnesdidaktik,0.7253232300281525,3.0
US264F,Institutionen för ämnesdidaktik,0.6472856899102529,3.0
FR1MSA,Romanska och klassiska institutionen,0.6521671563386917,9.0
FR1MLA,Romanska och klassiska institutionen,0.736577570438385,2.0
FR1KSA,Romanska och klassiska institutionen,0.6770596038550138,4.0
BKI200,Barn- och ungdomsvetenskapliga institutionen,0.7968235164880753,2.0
BKI300,Barn- och ungdomsvetenskapliga institutionen,0.83857561647892,2.0
FR1KRA,Romanska och klassiska institutionen,0.7105122804641724,3.0
TVETHI,Institutionen för kultur och estetik,0.8925034701824188,1.0
RHG503,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.7200173338254293,3.0
LIN135,Institutionen för lingvistik,0.7373619005084038,4.0
UCG010,Institutionen för pedagogik och didaktik,0.7080265432596207,8.0
IB710C,Institutionen för data- och systemvetenskap (DSV),0.6996301263570786,8.0
HV00DF,Institutionen för ämnesdidaktik,0.7574465423822403,4.0
HV04EF,Institutionen för ämnesdidaktik,0.5632708996534348,5.0
HV03DF,Institutionen för ämnesdidaktik,0.605514508485794,5.0
HV07DF,Institutionen för ämnesdidaktik,0.7214346304535866,4.0
KV1560,Institutionen för kultur och estetik,0.730370839436849,6.0
GE2021,Institutionen för naturgeografi,0.8035093744595846,3.0
AN1219,Institutionen för arkeologi och antikens kultur,0.8088536024093628,5.0
JKB921,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8078253626823425,5.0
SVE001,Statsvetenskapliga institutionen,0.6604105439037085,8.0
SVS001,Statsvetenskapliga institutionen,0.6604105439037085,8.0
FAA110,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7825366258621216,9.0
RHG505,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.7821298390626907,2.0
RHG506,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.7445663114388784,3.0
NL1010,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7801185018486447,9.0
FV1031,Institutionen för mediestudier,0.7775705754756927,2.0
RHG507,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.7881837983926138,3.0
FAB110,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7554356555143992,9.0
FAB120,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7238864123821258,10.0
FAB611,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7550638119379679,9.0
FAB612,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7400034666061401,9.0
SLRYNA,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7435957714915276,8.0
SLTJ1A,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7789791151881218,10.0
BA1161,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7919118404388428,3.0
BA2161,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.8004059493541718,3.0
KSB010,Romanska och klassiska institutionen,0.7186085482438406,3.0
KSA990,Romanska och klassiska institutionen,0.7203676581382752,5.0
FIVE1G,Filosofiska institutionen,0.5747401416301727,2.0
BL2025,Institutionen för biologisk grundutbildning (BIG),0.6015850305557251,2.0
LK1045,Historiska institutionen,0.6891365100940069,3.0
HVDRF3,Institutionen för ämnesdidaktik,0.8211091657479604,3.0
LVGN10,Institutionen för kultur och estetik,0.8637949923674265,3.0
JKA924,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.7747372016310692,4.0
RHG508,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.5506512448191643,4.0
KZ1001,Kemikum,0.7960327327251434,5.0
LITN03,Institutionen för lingvistik,0.6311305671930313,5.0
AN1210,Institutionen för arkeologi och antikens kultur,0.6681060492992401,5.0
HVDRF2,Institutionen för ämnesdidaktik,0.6304061015446981,3.0
HI1346,Historiska institutionen,0.7177641689777374,4.0
SLFPOL,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7943987622857094,4.0
HV05EF,Institutionen för ämnesdidaktik,0.7418013289570808,4.0
ETG770,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.8789065182209015,2.0
ETG775,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.7734621912240982,2.0
GG2202,Institutionen för geologiska vetenskaper (IGV),0.7082850277423859,10.0
FR1GRA,Romanska och klassiska institutionen,0.6992981632550558,6.0
PO1POV,Romanska och klassiska institutionen,0.6514910856882731,3.0
CT1005,Institutionen för svenska och flerspråkighet,0.8741158097982407,4.0
IT1UTL,Romanska och klassiska institutionen,0.8040849030017853,10.0
IT011A,Romanska och klassiska institutionen,0.7128232896327973,5.0
IT130B,Romanska och klassiska institutionen,0.8037756532430649,10.0
HI1348,Historiska institutionen,0.6112605109810829,6.0
HI1349,Historiska institutionen,0.6074636057019234,6.0
HI1351,Historiska institutionen,0.6752535939216614,10.0
PEG102,Institutionen för pedagogik och didaktik,0.6933921277523041,4.0
HI1352,Historiska institutionen,0.7996630668640137,3.0
TYS10A,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7943092405796051,5.0
TYS10B,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7865567147731781,5.0
TYS10C,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7116889506578445,5.0
TYS10D,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.8126699725786845,3.0
MVSWMU,Institutionen för kultur och estetik,0.8664982616901398,2.0
IH1000,Institutionen för kultur och estetik,0.6175600323412154,9.0
LIT401,Institutionen för lingvistik,0.8335397779941559,5.0
LIT403,Institutionen för lingvistik,0.838506817817688,1.0
IH1275,Institutionen för kultur och estetik,0.6765164818082537,7.0
HI1353,Historiska institutionen,0.7269466751151614,9.0
ABGFTU,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.5066256211139262,8.0
HI1354,Historiska institutionen,0.5807024165987968,2.0
HI1355,Historiska institutionen,0.5883988961577415,2.0
JU633F,Juridiska institutionen,0.6958626558383306,6.0
KSANG1,Romanska och klassiska institutionen,0.6167700354542051,7.0
HVDRBU,Institutionen för ämnesdidaktik,0.8144588967164358,3.0
HV03KS,Institutionen för ämnesdidaktik,0.746736208597819,3.0
PEG104,Institutionen för pedagogik och didaktik,0.7164614299933115,3.0
TTA160,Institutionen för svenska och flerspråkighet,0.680053599178791,4.0
PE01GN,Institutionen för pedagogik och didaktik,0.7809425592422485,4.0
PE02GN,Institutionen för pedagogik och didaktik,0.7855031490325928,3.0
PE04GN,Institutionen för pedagogik och didaktik,0.8065094649791718,4.0
PEG103,Institutionen för pedagogik och didaktik,0.7148229956626893,5.0
KG1306,Kulturgeografiska institutionen,0.6842056624591351,4.0
GE2022,Institutionen för naturgeografi,0.8148462573687235,3.0
HV04KS,Institutionen för ämnesdidaktik,0.48997149616479874,4.0
SA2051,Socialantropologiska institutionen,0.5081294894218444,5.0
GG1017,Institutionen för geologiska vetenskaper (IGV),0.7260706488575254,7.0
SLPGKP,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7883798579374949,3.0
UQS01F,Specialpedagogiska institutionen,0.7601272687315941,4.0
KG1307,Kulturgeografiska institutionen,0.7475165128707886,1.0
KV1000,Institutionen för kultur och estetik,0.5968468114733696,3.0
ML210N,Institutionen för data- och systemvetenskap (DSV),0.7837322552998861,6.0
FE1205,Företagsekonomiska institutionen,0.5786676531036695,6.0
FE1304,Företagsekonomiska institutionen,0.6396593774358431,6.0
IH1010,Institutionen för kultur och estetik,0.8448170274496078,2.0
LVGN12,Institutionen för kultur och estetik,0.8281130343675613,2.0
FAF600,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7920257995525996,3.0
HV06KS,Institutionen för ämnesdidaktik,0.7601171135902405,4.0
FILO1G,Filosofiska institutionen,0.6099446945720248,9.0
KG1301,Kulturgeografiska institutionen,0.7064085602760315,4.0
KG1302,Kulturgeografiska institutionen,0.7160551428794861,5.0
KG1303,Kulturgeografiska institutionen,0.6299589395523071,5.0
KG1304,Kulturgeografiska institutionen,0.6743247985839844,5.0
PEG105,Institutionen för pedagogik och didaktik,0.800794760386149,3.0
IB270U,Institutionen för data- och systemvetenskap (DSV),0.7151601761579514,4.0
IB271U,Institutionen för data- och systemvetenskap (DSV),0.6343519240617752,6.0
IB272U,Institutionen för data- och systemvetenskap (DSV),0.6050665591444288,7.0
FE1421,Företagsekonomiska institutionen,0.6389045970780509,7.0
UQ173F,Specialpedagogiska institutionen,0.6033352099359035,10.0
JU68FF,Juridiska institutionen,0.737102746963501,5.0
UCG030,Institutionen för pedagogik och didaktik,0.6989148954550425,3.0
FE1121,Företagsekonomiska institutionen,0.6266257986426353,4.0
KV1255,Institutionen för kultur och estetik,0.5877587050199509,4.0
FIVE10,Filosofiska institutionen,0.5960296988487244,2.0
LVGN13,Institutionen för kultur och estetik,0.7653082509835561,3.0
ABMGF3,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.811176598072052,4.0
ABMGF2,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8832829669117928,4.0
ABMGF1,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.7909935116767883,4.0
HV07KS,Institutionen för ämnesdidaktik,0.7643411457538605,4.0
UCG011,Institutionen för pedagogik och didaktik,0.8498459905385971,2.0
GG1018,Institutionen för geologiska vetenskaper (IGV),0.6946602265040079,6.0
GE2024,Institutionen för naturgeografi,0.6183471698313951,4.0
MI2006,Institutionen för miljövetenskap (ACES),0.7881276309490204,5.0
TTA706,Institutionen för svenska och flerspråkighet,0.8613352328538895,2.0
HVK01G,Institutionen för ämnesdidaktik,0.742378830909729,5.0
GE2025,Institutionen för naturgeografi,0.8087830444176992,3.0
GE2026,Institutionen för naturgeografi,0.6917800605297089,3.0
GE2027,Institutionen för naturgeografi,0.758824368317922,3.0
KV1285,Institutionen för kultur och estetik,0.8647760599851608,2.0
NL1013,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7685328722000122,3.0
TVKUNÄ,Institutionen för kultur och estetik,0.742277130484581,2.0
TYA104,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.822015513976415,3.0
ITGRA1,Romanska och klassiska institutionen,0.8408719301223755,1.0
ITSMP1,Romanska och klassiska institutionen,0.7988555232683817,3.0
LIT232,Institutionen för lingvistik,0.8614513476689657,3.0
ATM019,Institutet för social forskning (SOFI),0.5358022774259249,6.0
ITKHS1,Romanska och klassiska institutionen,0.7853977084159851,3.0
ITLIT1,Romanska och klassiska institutionen,0.7489571968714396,3.0
EH2020,Institutionen för ekonomisk historia och internationella relationer,0.6751112341880798,1.0
LIN021,Institutionen för lingvistik,0.48302793502807617,3.0
SLPOTP,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7168082048495611,3.0
ABMGF4,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8242688179016113,2.0
US113G,Institutionen för ämnesdidaktik,0.7630229339003562,10.0
UCGN01,Institutionen för pedagogik och didaktik,0.7665551602840424,5.0
TVOPDR,Institutionen för kultur och estetik,0.7551604012648264,3.0
ABMGF5,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8220598250627518,2.0
ABMGF6,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8088111758232117,5.0
ABMGF7,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8583186268806458,2.0
FIFY10,Filosofiska institutionen,0.5216866582632065,2.0
FIFM10,Filosofiska institutionen,0.6425145914157232,6.0
LVGN14,Institutionen för kultur och estetik,0.8180679082870483,3.0
RHG509,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.6757859997451305,4.0
KSB900,Romanska och klassiska institutionen,0.8034169971942902,4.0
TVSKKR,Institutionen för kultur och estetik,0.7863417665163676,3.0
IB131N,Institutionen för data- och systemvetenskap (DSV),0.8298700004816055,2.0
IB132N,Institutionen för data- och systemvetenskap (DSV),0.8015275821089745,4.0
IB133N,Institutionen för data- och systemvetenskap (DSV),0.7063302367925643,5.0
IB134N,Institutionen för data- och systemvetenskap (DSV),0.6703038414319357,9.0
IB135N,Institutionen för data- och systemvetenskap (DSV),0.6806626617908478,6.0
IB136N,Institutionen för data- och systemvetenskap (DSV),0.6092542324747358,7.0
TVPERG,Institutionen för kultur och estetik,0.7369868755340576,2.0
IB137N,Institutionen för data- och systemvetenskap (DSV),0.6201827675104141,8.0
IB138N,Institutionen för data- och systemvetenskap (DSV),0.7216959238052368,5.0
IB140N,Institutionen för data- och systemvetenskap (DSV),0.6122314110398293,2.0
IB141N,Institutionen för data- och systemvetenskap (DSV),0.6772526452938715,6.0
IB142N,Institutionen för data- och systemvetenskap (DSV),0.7147906646132469,4.0
IB147N,Institutionen för data- och systemvetenskap (DSV),0.7206967025995255,4.0
IB148N,Institutionen för data- och systemvetenskap (DSV),0.7570294141769409,1.0
IB155N,Institutionen för data- och systemvetenskap (DSV),0.5487864961226782,3.0
ML211U,Institutionen för data- och systemvetenskap (DSV),0.7526729802290598,6.0
ML212U,Institutionen för data- och systemvetenskap (DSV),0.7697910606861115,5.0
FAF700,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.6359649697939554,3.0
TVTSWE,Institutionen för kultur och estetik,0.7623866697152456,3.0
TVTTHE,Institutionen för kultur och estetik,0.8350795269012451,5.0
ARL315,Institutionen för arkeologi och antikens kultur,0.7671399911244711,3.0
TVTDGF,Institutionen för kultur och estetik,0.7320939203103384,3.0
LIN022,Institutionen för lingvistik,0.8183905482292175,3.0
LIN023,Institutionen för lingvistik,0.34934064745903015,1.0
NS1125,Institutionen för svenska och flerspråkighet,0.7749297221501669,3.0
PEG010,Institutionen för pedagogik och didaktik,0.7080028355121613,4.0
RHG510,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.6585737019777298,2.0
LIT001,Institutionen för lingvistik,0.8099071681499481,4.0
LIT004,Institutionen för lingvistik,0.7868172625700632,3.0
BL1016,Institutionen för biologisk grundutbildning (BIG),0.854194188117981,5.0
LVGN15,Institutionen för kultur och estetik,0.7648986726999283,4.0
FIPF10,Filosofiska institutionen,0.6883363455533982,10.0
US7ESF,Institutionen för ämnesdidaktik,0.5513132382184267,6.0
US7EKF,Institutionen för ämnesdidaktik,0.7773861459323338,7.0
US7E1F,Institutionen för ämnesdidaktik,0.7652673380715507,7.0
FIBE10,Filosofiska institutionen,0.6965674340724946,5.0
KV1001,Institutionen för kultur och estetik,0.6264483630657196,3.0
ARA104,Institutionen för arkeologi och antikens kultur,0.8214346468448639,3.0
RHG512,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.7844476103782654,3.0
FR1IKA,Romanska och klassiska institutionen,0.8237868050734202,3.0
FIGE10,Filosofiska institutionen,0.7538407295942307,2.0
USEN1G,Institutionen för ämnesdidaktik,0.7860113978385925,6.0
AN1225,Institutionen för arkeologi och antikens kultur,0.7066190764307976,4.0
BL2030,Institutionen för biologisk grundutbildning (BIG),0.6979639530181885,5.0
LIT005,Institutionen för lingvistik,0.8253506943583488,4.0
EH1320,Institutionen för ekonomisk historia och internationella relationer,0.596763680378596,6.0
BL2031,Institutionen för biologisk grundutbildning (BIG),0.686455748975277,4.0
BL2032,Institutionen för biologisk grundutbildning (BIG),0.685060553252697,4.0
IT2175,Romanska och klassiska institutionen,0.7313726643721262,3.0
MI2007,Institutionen för miljövetenskap (ACES),0.7178442716598511,5.0
MI2008,Institutionen för miljövetenskap (ACES),0.5595323542753855,3.0
LIT006,Institutionen för lingvistik,0.8340614661574364,4.0
MI2009,Institutionen för miljövetenskap (ACES),0.6043409059445063,6.0
ETG810,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.6960998674233755,3.0
US168F,Institutionen för ämnesdidaktik,0.8413159400224686,4.0
IH1370,Institutionen för kultur och estetik,0.8267433047294617,2.0
UCG013,Institutionen för pedagogik och didaktik,0.8059798330068588,4.0
TYA105,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7273045778274536,3.0
MK3057,Institutionen för mediestudier,0.6841477354367574,3.0
JKA935,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.6694025278091431,5.0
PS1140,Psykologiska institutionen,0.8473085761070251,4.0
FIKL10,Filosofiska institutionen,0.622432217001915,10.0
KI1325,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8153201788663864,2.0
GV5010,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.6168492361903191,3.0
GV5011,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.4982074449459712,3.0
GG1019,Institutionen för geologiska vetenskaper (IGV),0.6990175187587738,5.0
GE2028,Institutionen för naturgeografi,0.7373058391468865,7.0
ARL317,Institutionen för arkeologi och antikens kultur,0.8116994500160217,4.0
ARL316,Institutionen för arkeologi och antikens kultur,0.6988389591375986,3.0
FR1KPB,Romanska och klassiska institutionen,0.8356856902440389,3.0
FR1IKB,Romanska och klassiska institutionen,0.8237868050734202,3.0
JKA915,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.730967660744985,3.0
JKB925,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.7370756417512894,3.0
TVPSGF,Institutionen för kultur och estetik,0.5877777584828436,4.0
LAS106,Romanska och klassiska institutionen,0.8364530603090922,3.0
LAS107,Romanska och klassiska institutionen,0.7286542157332102,3.0
LAS108,Romanska och klassiska institutionen,0.7183480560779572,3.0
MK3058,Institutionen för mediestudier,0.5350906550884247,2.0
HVDRF4,Institutionen för ämnesdidaktik,0.7499162554740906,3.0
NS1135,Institutionen för svenska och flerspråkighet,0.7477394243081411,3.0
NS200U,Institutionen för svenska och flerspråkighet,0.7577090412378311,2.0
FAF701,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.6765081187089285,3.0
KSB001,Romanska och klassiska institutionen,0.7091544568538666,3.0
GG2010,Institutionen för geologiska vetenskaper (IGV),0.6506456453353167,8.0
GG2015,Institutionen för geologiska vetenskaper (IGV),0.7459057619174322,6.0
IH1380,Institutionen för kultur och estetik,0.6146517942349116,3.0
JK0900,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.5052818606297175,3.0
HVDK33,Institutionen för ämnesdidaktik,0.5632314383983612,6.0
ESCERV,Romanska och klassiska institutionen,0.7983619868755341,3.0
EH8001,Institutionen för ekonomisk historia och internationella relationer,0.6192587167024612,9.0
GV5012,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.5557164500157038,3.0
GV5013,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.5874113092819849,3.0
EH1906,Institutionen för ekonomisk historia och internationella relationer,0.8079386353492737,5.0
ABMGF8,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8129279613494873,3.0
ABMGF9,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.7382367998361588,4.0
NS1141,Institutionen för svenska och flerspråkighet,0.6360513269901276,3.0
NS1142,Institutionen för svenska och flerspråkighet,0.7509942531585694,5.0
NS1143,Institutionen för svenska och flerspråkighet,0.6790661116441091,3.0
NS1144,Institutionen för svenska och flerspråkighet,0.7652138074239095,3.0
NS1145,Institutionen för svenska och flerspråkighet,0.7062756816546122,3.0
ST1901,Statistiska institutionen,0.5337950512766838,8.0
MM2004,Matematiska institutionen,0.5521447956562042,4.0
ST1101,Statistiska institutionen,0.6712097853422165,5.0
UQG010,Specialpedagogiska institutionen,0.8359958628813425,3.0
UCG014,Institutionen för pedagogik och didaktik,0.8046772281328837,3.0
BL2036,Institutionen för biologisk grundutbildning (BIG),0.6979639530181885,5.0
LVGN16,Institutionen för kultur och estetik,0.8648327092329661,3.0
PS1101,Psykologiska institutionen,0.8678012291590372,3.0
PS1201,Psykologiska institutionen,0.7400679215788841,4.0
PS1301,Psykologiska institutionen,0.8161561846733093,5.0
PS1401,Psykologiska institutionen,0.7635706126689911,5.0
GV5014,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.5685409804185232,3.0
HV00DU,Institutionen för ämnesdidaktik,0.7737316191196442,3.0
KI1316,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.5801771432161331,2.0
KI1314,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.5220176974932352,3.0
FAF800,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.8376895859837532,4.0
LIT009,Institutionen för lingvistik,0.7890521685282389,3.0
FIME10,Filosofiska institutionen,0.6790654361248016,2.0
LIT160,Institutionen för lingvistik,0.6974068708717823,10.0
BKI400,Barn- och ungdomsvetenskapliga institutionen,0.6638287131985029,3.0
LVGN59,Institutionen för kultur och estetik,0.684597005446752,3.0
FR1NOB,Romanska och klassiska institutionen,0.8177152872085571,2.0
SLTJKI,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.745381236076355,3.0
HA12FF,Juridiska institutionen,0.6079721922675768,6.0
RHG513,"Institutionen för etnologi, religionshistoria och genusvetenskap",0.8828967213630676,1.0
EH1907,Institutionen för ekonomisk historia och internationella relationer,0.7749741017818451,5.0
PEGN01,Institutionen för pedagogik och didaktik,0.8231155276298523,3.0
PEGN02,Institutionen för pedagogik och didaktik,0.7123147050539652,3.0
TYA106,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7349840924143791,4.0
UQG011,Specialpedagogiska institutionen,0.8238667945067087,3.0
EC1214,Nationalekonomiska institutionen,0.6399822880824407,9.0
SV011F,Statsvetenskapliga institutionen,0.5902847796678543,4.0
SV012F,Statsvetenskapliga institutionen,0.6707582026720047,4.0
SV013F,Statsvetenskapliga institutionen,0.73638583223025,9.0
SV014F,Statsvetenskapliga institutionen,0.631305992603302,7.0
GG2030,Institutionen för geologiska vetenskaper (IGV),0.6926344275474549,5.0
FIBE11,Filosofiska institutionen,0.7329459190368652,5.0
FIPF11,Filosofiska institutionen,0.6883363455533982,10.0
EHGPE0,Institutionen för ekonomisk historia och internationella relationer,0.7034314076105753,6.0
ABMRGF,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",0.8372667332490286,3.0
BL5001,Institutionen för biologisk grundutbildning (BIG),0.667019858956337,4.0
BL8001,Institutionen för biologisk grundutbildning (BIG),0.6793004473050436,3.0
BL5005,Institutionen för biologisk grundutbildning (BIG),0.5917879998683929,5.0
BL4003,Institutionen för biologisk grundutbildning (BIG),0.7327517569065094,3.0
BL5009,Institutionen för biologisk grundutbildning (BIG),0.7256853878498077,3.0
BL5003,Institutionen för biologisk grundutbildning (BIG),0.6953824063142141,3.0
BL8008,Institutionen för biologisk grundutbildning (BIG),0.7159827450911204,3.0
BL7004,Institutionen för biologisk grundutbildning (BIG),0.7044056117534637,5.0
GE3001,Institutionen för naturgeografi,0.7628041625022888,5.0
BL5012,Institutionen för biologisk grundutbildning (BIG),0.5338359028100967,6.0
BL5013,Institutionen för biologisk grundutbildning (BIG),0.598359327763319,4.0
NU3002,Institutionen för medicinsk näringslära,0.7698633521795273,4.0
BL8020,Institutionen för biologisk grundutbildning (BIG),0.6999495387077331,5.0
BL7016,Institutionen för biologisk grundutbildning (BIG),0.8024778515100479,4.0
GE4001,Institutionen för naturgeografi,0.7418578952550888,5.0
GE5001,Institutionen för naturgeografi,0.7160842205796923,7.0
GE5003,Institutionen för naturgeografi,0.671542689204216,6.0
NL2002,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",0.7951855361461639,1.0
GE7022,Institutionen för naturgeografi,0.6025028675794601,6.0
GE7025,Institutionen för naturgeografi,0.802285780509313,3.0
KA7005,Kemikum,0.7457075178623199,5.0
KA7002,Kemikum,0.5648780353367329,4.0
KN8001,Institutionen för biokemi och biofysik (DBB),0.5943238195031881,8.0
KO8001,Kemikum,0.5988489662607511,6.0
KO7001,Kemikum,0.525888263114861,7.0
KN7001,Institutionen för biokemi och biofysik (DBB),0.6369127463549376,4.0
KO5001,Kemikum,0.6175624310970307,5.0
KN7003,Institutionen för biokemi och biofysik (DBB),0.6632421240210533,4.0
KN8002,Institutionen för biokemi och biofysik (DBB),0.6171823441982269,6.0
MM7010,Matematiska institutionen,0.7180809875329336,3.0
MM8014,Matematiska institutionen,0.7414094060659409,2.0
MT5001,Matematiska institutionen,0.662531453371048,5.0
MM7004,Matematiska institutionen,0.5810009762644768,2.0
MM8008,Matematiska institutionen,0.6460932642221451,2.0
FK4003,Fysikum,0.7350762287775675,3.0
FK7016,Fysikum,0.5543452948331833,4.0
MT7003,Matematiska institutionen,0.4846961498260498,6.0
MT7017,Matematiska institutionen,0.6212325940529505,3.0
MT7018,Matematiska institutionen,0.7566392421722412,1.0
MT7012,Matematiska institutionen,0.5652970194816589,5.0
MT8003,Matematiska institutionen,0.6371505732337633,6.0
MT7016,Matematiska institutionen,0.6326975226402283,2.0
MT3001,Matematiska institutionen,0.5968638062477112,4.0
MT5002,Matematiska institutionen,0.6271754701932272,3.0
MT7001,Matematiska institutionen,0.5164781113465627,3.0
MT4001,Matematiska institutionen,0.6080162674188614,5.0
MT5003,Matematiska institutionen,0.6885986439883709,4.0
MT8001,Matematiska institutionen,0.6070735057195028,6.0
MT7002,Matematiska institutionen,0.5356929078698158,4.0
MT4002,Matematiska institutionen,0.5092011392116547,4.0
MT7006,Matematiska institutionen,0.5447421073913574,6.0
AS7002,Institutionen för astronomi,0.612222021818161,5.0
AS7005,Institutionen för astronomi,0.689460352063179,4.0
AS7003,Institutionen för astronomi,0.4977728809629168,7.0
AS7004,Institutionen för astronomi,0.5591165542602539,5.0
AS7008,Institutionen för astronomi,0.6135161519050598,4.0
BE7001,Matematiska institutionen,0.6144552656582424,7.0
