identifier,plan_description,objectives
EC1212,"Kursen introducerar makroekonomiska problem och metoder. Den består av en teoridel och en tillämpningsdel. Teoridelen lär ut beräkningsgrunder för bruttonationalprodukten (BNP) och teorier för hur produktion, arbetslöshet och inflation bestäms. Den lär också ut teorier för hur finans- och penningpolitik påverkar ekonomin på kort och medellång sikt. Vidare lär den ut teorier för tillväxt, konjunkturcykler och för hur olika valutasystem påverkar BNP, sysselsättning och förutsättningarna för den ekonomiska politiken. I tillämpningsdelen studeras stabiliseringspolitiska problem i en öppen ekonomi, konjunkturell och långsiktig ekonomisk utveckling samt olika synsätt på stabiliseringspolitikens roll och möjligheter. Kursen ger även en viss orientering om nationalekonomins utveckling.  Kursen vänder sig till alla som vill lära sig grunderna i makroekonomisk analys. Makroekonomisk analys används i stor utsträckning inom banker, vissa delar av statsförvaltningen och internationella organisationer med ekonomisk inriktning. Den utgör grunden för all slags omvärldsanalys med ekonomiska förtecken.","Efter att ha genomgått kursen förväntas studenten: • Förstå principerna för nationalräkenskapernas uppläggning och för beräkningar av BNP • Kunna tolka innebörden av makroekonomisk statistik • Förstå samband mellan makroekonomiska variabler som BNP, arbetslöshet, ränta, prisnivå och växelkurs • Veta hur penning- och finanspolitik bedrivs • Förstå hur lönebildningen sker och hur den påverkas av institutionella faktorer • Veta hur svensk ekonomisk politik har bedrivits i ett historiskt perspektiv • Förstå skillnaden mellan positiva och normativa analyser • Kunna utföra analyser av effekten av finans- och penningpolitik på kort och medellång sikt • Kunna utföra analyser av hur strukturella förändringar påverkar produktion och arbetslöshet"
ST107G,"Kursen består av två moment: 1. Statistikens grunder 2. Regressionsanalys och undersökningsmetodik   I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Kursen behandlar grundläggande statistiska metoder och modeller för analys av samband mellan variabler (regressionsanalys), samt analys av variablers utveckling över tiden (tidsserieanalys). Den ger även en introduktion till tidsserieanalys och prognoser. Dessutom ger kursen grundläggande kunskaper om planering och genomförande av statistiska urvalsundersökningar, urvalsmetoder och undersökningsmetodik.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Regression. Statistiska undersökningar. Beslutsteori. Enkel och multipel linjär regression studeras i detalj, andra modeller som t ex logistisk och icke-linjär regression presenteras mer översiktligt. Modellutvärdering. Planering, genomförande och redovisning av en statistisk urvalsundersökning. Olika datainsamlingsmetoder och informationskällor. Skyddet för statistikuppgifter. Konstruktion av frågeformulär. Olika urvals- och skattningsmetoder. Olika feltyper i en undersökning. Kvalitetsredovisning. Praktiska exempel från olika tillämpningsområden och kritisk granskning.  Statistisk programvara används under hela kursens gång.  Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden.","Efter att ha genomgått kursen förväntas studenten kunna:  • kritiskt granska en statistisk undersökning  • formulera en modell för ett elementärt ekonomiskt problem  • lösa elementära problem enligt kursens innehåll  • lösa elementära problem vid punktskattning, konfidensintervall och hypotesprövning i ett antal elementära och vanligt förekommande fall  • genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten  • tillämpa multipel linjär regressionsanalys och enklare tidsserieanalys, med tillhörande statistisk inferens och modellutvärdering  • redogöra för mer avancerade regressions- och tidsseriemodeller, t ex logistisk regression, avgöra när dessa modeller är lämpliga, samt tolka resultaten från studier där dessa modeller har använts  • planera en statistisk urvalsundersökning inklusive konstruera frågeformulär   • argumentera för och genomföra olika slumpmässiga urval  • lösa elementära problem inom urvals- och skattningsteori  • redogöra för begrepp, metoder och teori som används vid genomförandet av statistiska urvalsundersökningar"
ST107G,"Kursen består av två moment: 1. Statistikens grunder 2. Regressionsanalys och undersökningsmetodik   I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Kursen behandlar grundläggande statistiska metoder och modeller för analys av samband mellan variabler (regressionsanalys), samt analys av variablers utveckling över tiden (tidsserieanalys). Den ger även en introduktion till tidsserieanalys och prognoser. Dessutom ger kursen grundläggande kunskaper om planering och genomförande av statistiska urvalsundersökningar, urvalsmetoder och undersökningsmetodik.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Regression. Statistiska undersökningar. Beslutsteori. Enkel och multipel linjär regression studeras i detalj, andra modeller som t ex logistisk och icke-linjär regression presenteras mer översiktligt. Modellutvärdering. Planering, genomförande och redovisning av en statistisk urvalsundersökning. Olika datainsamlingsmetoder och informationskällor. Skyddet för statistikuppgifter. Konstruktion av frågeformulär. Olika urvals- och skattningsmetoder. Olika feltyper i en undersökning. Kvalitetsredovisning. Praktiska exempel från olika tillämpningsområden och kritisk granskning.  Statistisk programvara används under hela kursens gång.  Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden.","För godkänt resultat ska studenten kunna:  • kritiskt granska en statistisk undersökning • formulera en modell för ett elementärt ekonomiskt problem • lösa elementära problem enligt kursens innehåll • lösa elementära problem vid punktskattning, konfidensintervall och hypotesprövning i ett antal elementära och vanligt förekommande fall • genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten • tillämpa multipel linjär regressionsanalys och enklare tidsserieanalys, med tillhörande statistisk inferens och modellutvärdering • redogöra för mer avancerade regressions- och tidsseriemodeller, t ex logistisk regression, avgöra när dessa modeller är lämpliga, samt tolka resultaten från studier där dessa modeller har använts • planera en statistisk urvalsundersökning inklusive konstruera frågeformulär  • argumentera för och genomföra olika slumpmässiga urval • lösa elementära problem inom urvals- och skattningsteori • redogöra för begrepp, metoder och teori som används vid genomförandet av statistiska urvalsundersökningar"
ST107G,"Kursen består av två moment: 1. Statistikens grunder 2. Regressionsanalys och undersökningsmetodik   I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Kursen behandlar grundläggande statistiska metoder och modeller för analys av samband mellan variabler (regressionsanalys), samt analys av variablers utveckling över tiden (tidsserieanalys). Den ger även en introduktion till tidsserieanalys och prognoser. Dessutom ger kursen grundläggande kunskaper om planering och genomförande av statistiska urvalsundersökningar, urvalsmetoder och undersökningsmetodik.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Regression. Statistiska undersökningar. Beslutsteori. Enkel och multipel linjär regression studeras i detalj, andra modeller som t ex logistisk och icke-linjär regression presenteras mer översiktligt. Modellutvärdering. Planering, genomförande och redovisning av en statistisk urvalsundersökning. Olika datainsamlingsmetoder och informationskällor. Skyddet för statistikuppgifter. Konstruktion av frågeformulär. Olika urvals- och skattningsmetoder. Olika feltyper i en undersökning. Kvalitetsredovisning. Praktiska exempel från olika tillämpningsområden och kritisk granskning.  Statistisk programvara används under hela kursens gång.  Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden.","Efter att ha genomgått kursen förväntas studenten kunna:  • kritiskt granska en statistisk undersökning  • formulera en modell för ett elementärt ekonomiskt problem  • lösa elementära problem enligt kursens innehåll  • lösa elementära problem vid punktskattning, konfidensintervall och hypotesprövning i ett antal elementära och vanligt förekommande fall  • genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten  • tillämpa multipel linjär regressionsanalys och enklare tidsserieanalys, med tillhörande statistisk inferens och modellutvärdering  • redogöra för mer avancerade regressions- och tidsseriemodeller, t ex logistisk regression, avgöra när dessa modeller är lämpliga, samt tolka resultaten från studier där dessa modeller har använts  • planera en statistisk urvalsundersökning inklusive konstruera frågeformulär   • argumentera för och genomföra olika slumpmässiga urval  • lösa elementära problem inom urvals- och skattningsteori  • redogöra för begrepp, metoder och teori som används vid genomförandet av statistiska urvalsundersökningar"
ST107G,"Kursen består av två moment: 1. Statistikens grunder 2. Regressionsanalys och undersökningsmetodik   I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Kursen behandlar grundläggande statistiska metoder och modeller för analys av samband mellan variabler (regressionsanalys), samt analys av variablers utveckling över tiden (tidsserieanalys). Den ger även en introduktion till tidsserieanalys och prognoser. Dessutom ger kursen grundläggande kunskaper om planering och genomförande av statistiska urvalsundersökningar, urvalsmetoder och undersökningsmetodik.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Regression. Statistiska undersökningar. Beslutsteori. Enkel och multipel linjär regression studeras i detalj, andra modeller som t ex logistisk och icke-linjär regression presenteras mer översiktligt. Modellutvärdering. Planering, genomförande och redovisning av en statistisk urvalsundersökning. Olika datainsamlingsmetoder och informationskällor. Skyddet för statistikuppgifter. Konstruktion av frågeformulär. Olika urvals- och skattningsmetoder. Olika feltyper i en undersökning. Kvalitetsredovisning. Praktiska exempel från olika tillämpningsområden och kritisk granskning.  Statistisk programvara används under hela kursens gång.  Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden.","För godkänt resultat ska studenten kunna:  • kritiskt granska en statistisk undersökning • formulera en modell för ett elementärt ekonomiskt problem • lösa elementära problem enligt kursens innehåll • lösa elementära problem vid punktskattning, konfidensintervall och hypotesprövning i ett antal elementära och vanligt förekommande fall • genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten • tillämpa multipel linjär regressionsanalys och enklare tidsserieanalys, med tillhörande statistisk inferens och modellutvärdering • redogöra för mer avancerade regressions- och tidsseriemodeller, t ex logistisk regression, avgöra när dessa modeller är lämpliga, samt tolka resultaten från studier där dessa modeller har använts • planera en statistisk urvalsundersökning inklusive konstruera frågeformulär  • argumentera för och genomföra olika slumpmässiga urval • lösa elementära problem inom urvals- och skattningsteori • redogöra för begrepp, metoder och teori som används vid genomförandet av statistiska urvalsundersökningar"
ST111G,"Kursen består av fyra moment: 1.	Statistikens grunder 1 2.	Inlämningsuppgift i statistikens grunder 1 3.	Statistikens grunder 2 4.	Inlämningsuppgift i statistikens grunder 2  I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Vidare ingår en introduktion till användningen av statistisk programvara.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Regression. Statistiska undersökningar. Beslutsteori.   Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden.","Efter att ha genomgått kursen förväntas studenten kunna:  • kritiskt granska en statistisk undersökning  • formulera en modell för ett elementärt ekonomiskt problem  • lösa elementära problem enligt kursens innehåll  • lösa elementära problem vid punktskattning, konfidensintervall och hypotesprövning i ett antal elementära och vanligt förekommande fall  • genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten"
ST111G,"Kursen består av fyra moment: 1.	Statistikens grunder 1 2.	Inlämningsuppgift i statistikens grunder 1 3.	Statistikens grunder 2 4.	Inlämningsuppgift i statistikens grunder 2  I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Vidare ingår en introduktion till användningen av statistisk programvara.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Statistiska undersökningar. Beslutsteori.   Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden. ",Efter att ha genomgått kursen förväntas studenten kunna: •kritiskt granska statistiska undersökningar utifrån ett vetenskapligt perspektiv •formulera statistiska modeller för elementära problem inom olika tillämpningsområden •lösa elementära problem inom sannolikhetsteori •lösa elementära problem inom inferensteori •genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten 
ST111G,"Kursen består av fyra moment: 1.	Statistikens grunder 1 2.	Inlämningsuppgift i statistikens grunder 1 3.	Statistikens grunder 2 4.	Inlämningsuppgift i statistikens grunder 2  I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Vidare ingår en introduktion till användningen av statistisk programvara.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Regression. Statistiska undersökningar. Beslutsteori.   Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden.","Efter att ha genomgått kursen förväntas studenten kunna:  • kritiskt granska en statistisk undersökning  • formulera en modell för ett elementärt ekonomiskt problem  • lösa elementära problem enligt kursens innehåll  • lösa elementära problem vid punktskattning, konfidensintervall och hypotesprövning i ett antal elementära och vanligt förekommande fall  • genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten"
ST111G,"Kursen består av fyra moment: 1.	Statistikens grunder 1 2.	Inlämningsuppgift i statistikens grunder 1 3.	Statistikens grunder 2 4.	Inlämningsuppgift i statistikens grunder 2  I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Vidare ingår en introduktion till användningen av statistisk programvara.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Statistiska undersökningar. Beslutsteori.   Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden. ",Efter att ha genomgått kursen förväntas studenten kunna: •kritiskt granska statistiska undersökningar utifrån ett vetenskapligt perspektiv •formulera statistiska modeller för elementära problem inom olika tillämpningsområden •lösa elementära problem inom sannolikhetsteori •lösa elementära problem inom inferensteori •genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten 
ST111G,"Kursen består av fyra moment: 1.	Statistikens grunder 1 2.	Inlämningsuppgift i statistikens grunder 1 3.	Statistikens grunder 2 4.	Inlämningsuppgift i statistikens grunder 2  I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Vidare ingår en introduktion till användningen av statistisk programvara.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Statistiska undersökningar. Beslutsteori.   Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden. ",För godkänt resultat ska studenten kunna: •kritiskt granska statistiska undersökningar utifrån ett vetenskapligt perspektiv •formulera statistiska modeller för elementära problem inom olika tillämpningsområden •lösa elementära problem inom sannolikhetsteori •lösa elementära problem inom inferensteori •genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten 
ST111G,"Kursen består av två delar och examineras genom fyra prov i enlighet med ovanstående provkoder, där ""Prov 1"" har provkod 11ST, ""Prov 2"" har provkod 12SI, ”Prov 3” har provkod 13ST och ”Prov 4” har provkod 14SI.  I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Vidare ingår en introduktion till användningen av statistisk programvara. De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Statistiska undersökningar. Beslutsteori.","För godkänt resultat skall studenten kunna: I.     kritiskt granska statistiska undersökningar utifrån ett vetenskapligt perspektiv, II.    formulera statistiska modeller för elementära problem inom olika tillämpningsområden, III.   lösa elementära problem inom sannolikhetsteori, IV.    lösa elementära problem inom inferensteori, V.     genomföra enkla dataanalyser med hjälp av statistisk programvara."
ST111G,"Kursen består av fyra moment: 1.	Statistikens grunder 1 2.	Inlämningsuppgift i statistikens grunder 1 3.	Statistikens grunder 2 4.	Inlämningsuppgift i statistikens grunder 2  I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Vidare ingår en introduktion till användningen av statistisk programvara.  De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Statistiska undersökningar. Beslutsteori.   Kursens innehåll ger kunskaper som är av stor nytta vid studier och tillämpningar av statistiska metoder inom flera områden. ",För godkänt resultat ska studenten kunna: •kritiskt granska statistiska undersökningar utifrån ett vetenskapligt perspektiv •formulera statistiska modeller för elementära problem inom olika tillämpningsområden •lösa elementära problem inom sannolikhetsteori •lösa elementära problem inom inferensteori •genomföra enkla dataanalyser med hjälp av statistisk programvara samt presentera resultaten 
ST111G,"Kursen består av två delar och examineras genom fyra prov i enlighet med ovanstående provkoder, där ""Prov 1"" har provkod 11ST, ""Prov 2"" har provkod 12SI, ”Prov 3” har provkod 13ST och ”Prov 4” har provkod 14SI.  I denna kurs betonas statistikens idémässiga bakgrund och dess tillämpning inom empiriska undersökningar, speciellt behandlas beskrivande statistik och statistisk slutledning. Dessutom ger kursen en orientering om statistikens roll inom vetenskap. Modellbegreppet diskuteras utförligt med speciell tonvikt på sannolikhetsmodeller och deras tillämpningar inom olika områden. Vidare ingår en introduktion till användningen av statistisk programvara. De begrepp som behandlas mer utförligt är: Kunskapsbyggnad. Modeller, speciellt sannolikhetsmodeller. Grundläggande sannolikhetslära. Diskreta och kontinuerliga stokastiska variabler och deras sannolikhetsfördelningar. Datainsamling. Beskrivande statistik i form av tabeller och diagram. Index. Samplingfördelningar och centrala gränsvärdesatsen. Punktskattning. Intervallskattning. Hypotesprövning. Anpassningstest och oberoendetest. Statistiska undersökningar. Beslutsteori.","För godkänt resultat skall studenten kunna: I.     kritiskt granska statistiska undersökningar utifrån ett vetenskapligt perspektiv, II.    formulera statistiska modeller för elementära problem inom olika tillämpningsområden, III.   lösa elementära problem inom sannolikhetsteori, IV.    lösa elementära problem inom inferensteori, V.     genomföra enkla dataanalyser med hjälp av statistisk programvara."
ST131G,"Kursen består av ett moment: 1. Statistik för statsvetare  Kursen ger en översikt av statistiska metoder som tillämpas inom stat och förvaltning. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Statistiska mått, statistiska diagram, osäkerhet, hypotesprövning, linjära modeller, tidsseriemodeller, index, demografi, urval, datainsamlingsmetoder, olika typer av fel i undersökningar och hur man hanterar dessa, kritisk granskning. ",Efter att ha genomgått kursen förväntas studenten kunna: • kritiskt granska den statistik som förekommer i  rapporter inom stat och förvaltning. 
ST131G,"Kursen består av ett moment: 1. Statistik för statsvetare, tentamen 2. Statistik för statsvetare, inlämningsuppgift  Kursen ger en översikt av statistiska metoder som tillämpas inom stat och förvaltning. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Statistiska mått, statistiska diagram, osäkerhet, hypotesprövning, linjära modeller, tidsseriemodeller, index, demografi, urval, datainsamlingsmetoder, olika typer av fel i undersökningar och hur man hanterar dessa, kritisk granskning. ",Efter att ha genomgått kursen förväntas studenten kunna: • kritiskt granska den statistik som förekommer i  rapporter inom stat och förvaltning. 
ST131G,"Kursen består av ett moment: 1. Statistik för statsvetare, tentamen 2. Statistik för statsvetare, inlämningsuppgift  Kursen ger en översikt av statistiska metoder som tillämpas inom stat och förvaltning. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Statistiska mått, statistiska diagram, osäkerhet, hypotesprövning, linjära modeller, tidsseriemodeller, index, demografi, urval, datainsamlingsmetoder, olika typer av fel i undersökningar och hur man hanterar dessa, kritisk granskning. ",För godkänt resultat ska studenten kunna: • kritiskt granska den statistik som förekommer i  rapporter inom stat och förvaltning. 
ST131G,"Kursen består av endast en del och examineras genom två prov i enlighet med ovanstående provkoder, där ""Prov 1"" har provkod 11ST och ""Prov 2"" har provkod 12SI.  Kursen ger en översikt av statistiska metoder som tillämpas inom stat och förvaltning. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Statistiska mått, statistiska diagram, osäkerhet, statistisk slutledning, linjära modeller, tidsseriemodeller, index, demografi, urval, datainsamlingsmetoder, olika typer av fel i undersökningar och hur man hanterar dessa, kritisk granskning.","För godkänt resultat skall studenten kunna: I.     förstå och redogöra för enklare statistiska begrepp och metoder, II.    kritiskt granska den statistik som förekommer i rapporter inom stat och förvaltning, III.   översiktligt planera en statistisk undersökning."
ST131G,"Kursen består av endast en del och examineras genom två prov i enlighet med ovanstående provkoder, där ""Prov 1"" har provkod 11ST och ""Prov 2"" har provkod 12SI.  Kursen ger en översikt av statistiska metoder inom samhällsvetenskap. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Deskriptiv statistik, statistiska undersökningar, datainsamlingsmetoder, feltyper i undersökningar, regression, tidsserier, statistisk osäkerhet och slutledning, kritisk granskning.","För godkänt resultat skall studenten kunna: I.	förstå och redogöra för enklare statistiska begrepp och metoder, II.	kritiskt granska den statistik som förekommer i rapporter, III.	översiktligt planera en statistisk undersökning."
ST131G,"Kursen består av ett moment: 1. Statistik för statsvetare  Kursen ger en översikt av statistiska metoder som tillämpas inom stat och förvaltning. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Statistiska mått, statistiska diagram, osäkerhet, hypotesprövning, linjära modeller, tidsseriemodeller, index, demografi, urval, datainsamlingsmetoder, olika typer av fel i undersökningar och hur man hanterar dessa, kritisk granskning. ",Efter att ha genomgått kursen förväntas studenten kunna: • kritiskt granska den statistik som förekommer i  rapporter inom stat och förvaltning. 
ST131G,"Kursen består av ett moment: 1. Statistik för statsvetare, tentamen 2. Statistik för statsvetare, inlämningsuppgift  Kursen ger en översikt av statistiska metoder som tillämpas inom stat och förvaltning. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Statistiska mått, statistiska diagram, osäkerhet, hypotesprövning, linjära modeller, tidsseriemodeller, index, demografi, urval, datainsamlingsmetoder, olika typer av fel i undersökningar och hur man hanterar dessa, kritisk granskning. ",Efter att ha genomgått kursen förväntas studenten kunna: • kritiskt granska den statistik som förekommer i  rapporter inom stat och förvaltning. 
